circo;Inscrits;Exprimés;%_Exp/Ins;LFI;voix;%_Voix/Ins;%_Voix/Exp;PCF;voix;%_Voix/Ins;%_Voix/Exp;EELV;voix;%_Voix/Ins;%_Voix/Exp;PS;voix;%_Voix/Ins;%_Voix/Exp;EM;voix;%_Voix/Ins;%_Voix/Exp;UDI;voix;%_Voix/Ins;%_Voix/Exp;LR;voix;%_Voix/Ins;%_Voix/Exp;DLF;voix;%_Voix/Ins;%_Voix/Exp;FN;voix;%_Voix/Ins;%_Voix/Exp
18_1;72589;33826;46.6;Frédéric RENARD;4793;6.6;14.17;;0;0.0;0.0;Françoise POUZET;1181;1.63;3.49;Céline BEZOUI;2501;3.45;7.39;François CORMIER-BOULIGEON;12977;17.88;38.36;;0;0.0;0.0;Wladimir D'ORMESSON;7393;10.18;21.86;;0;0.0;0.0;Jean-René COUEILLE;4981;6.86;14.73
18_2;70174;29728;42.36;;0;0.0;0.0;Nicolas SANSU;7919;11.28;26.64;;0;0.0;0.0;Agnès SINSOULIER-BIGOT;1216;1.73;4.09;Nadia ESSAYAN;10794;15.38;36.31;;0;0.0;0.0;Sophie BERTRAND;4471;6.37;15.04;;0;0.0;0.0;Martine RAIMBAULT;5328;7.59;17.92
18_3;86220;35011;40.61;Jean RIFFET;4140;4.8;11.82;Magali BESSARD;1392;1.61;3.98;Catherine MENGUY;954;1.11;2.72;Yann GALUT;8120;9.42;23.19;Loïc KERVRAN;13703;15.89;39.14;;0;0.0;0.0;Louis COSYNS;168;0.19;0.48;;0;0.0;0.0;Jordan LE GOÏC;6534;7.58;18.66
19_1;92693;51821;55.91;Jean-Marc VAREILLE;6240;6.73;12.04;Jean MOUZAT;4203;4.53;8.11;Mumine OZSOY;1100;1.19;2.12;Bernard COMBES;9666;10.43;18.65;Christophe JERRETIE;17534;18.92;33.84;;0;0.0;0.0;Françoise BÉZIAT;8194;8.84;15.81;;0;0.0;0.0;Agnès TARRASO;4884;5.27;9.42
19_2;92584;43997;47.52;Selin ERSOY;5596;6.04;12.72;Philippe TILLET;1408;1.52;3.2;Bruno MEURA;382;0.41;0.87;Philippe NAUCHE;6872;7.42;15.62;Patricia BORDAS;14887;16.08;33.84;;0;0.0;0.0;Frédérique MEUNIER;10611;11.46;24.12;;0;0.0;0.0;Jean-Pierre MORET;4241;4.58;9.64
2A_1;50859;0;0.0;;0;0.0;0;;0;0.0;0;;0;0.0;0;;0;0.0;0;;0;0.0;0;;0;0.0;0;;0;0.0;0;;0;0.0;0;;0;0.0;0
2A_2;57922;0;0.0;;0;0.0;0;;0;0.0;0;;0;0.0;0;;0;0.0;0;;0;0.0;0;;0;0.0;0;;0;0.0;0;;0;0.0;0;;0;0.0;0
2B_1;58797;0;0.0;;0;0.0;0;;0;0.0;0;;0;0.0;0;;0;0.0;0;;0;0.0;0;;0;0.0;0;;0;0.0;0;;0;0.0;0;;0;0.0;0
2B_2;66078;0;0.0;;0;0.0;0;;0;0.0;0;;0;0.0;0;;0;0.0;0;;0;0.0;0;;0;0.0;0;;0;0.0;0;;0;0.0;0;;0;0.0;0
21_1;68424;30259;44.22;Arnaud GUVENATAM;3991;5.83;13.19;Marie POINSEL;530;0.77;1.75;Olivier MULLER;1540;2.25;5.09;Sladana ZIVKOVIC;3129;4.57;10.34;Didier MARTIN;13446;19.65;44.44;;0;0.0;0.0;Anne ERSCHENS;4084;5.97;13.5;;0;0.0;0.0;Isabelle DELYON;3539;5.17;11.7
21_2;68731;32857;47.81;Patricia MARC;3743;5.45;11.39;Tata OUARAG;647;0.94;1.97;Catherine HERVIEU;1518;2.21;4.62;Pierre PRIBETICH;1995;2.9;6.07;François DESEILLE;11341;16.5;34.52;;0;0.0;0.0;Rémi DELATTE;8959;13.03;27.27;;0;0.0;0.0;Franck GAILLARD;4654;6.77;14.16
21_3;70372;29410;41.79;Boris OBAMA;4238;6.02;14.41;Isabelle DE ALMEIDA;571;0.81;1.94;Michel PROCUREUR;1088;1.55;3.7;Anne DILLENSEGER-SEBTI;2016;2.86;6.85;Fadila KHATTABI;10766;15.3;36.61;;0;0.0;0.0;Pascale CARAVEL;4936;7.01;16.78;;0;0.0;0.0;Jean-François BATHELIER;5795;8.23;19.7
21_4;68751;25983;37.79;Stéphane GUINOT;3423;4.98;13.17;Danielle GUTIERREZ;515;0.75;1.98;Jean BALOUTCH;914;1.33;3.52;;0;0.0;0.0;Yolaine DE COURSON;9521;13.85;36.64;;0;0.0;0.0;Charles BARRIERE;6548;9.52;25.2;;0;0.0;0.0;Sylvie BEAULIEU;5062;7.36;19.48
21_5;84380;40489;47.98;Elisabeth KREMER;4041;4.79;9.98;Jacques CARDOT;496;0.59;1.23;Carole BERNHARD;1121;1.33;2.77;Jérôme FLACHE;1947;2.31;4.81;Didier PARIS;15428;18.28;38.1;;0;0.0;0.0;Hubert POULLOT;10336;12.25;25.53;;0;0.0;0.0;René LIORET;7120;8.44;17.59
22_1;89797;45984;51.21;Marion GORGIARD;6078;6.77;13.22;Jean-François PHILIPPE;1725;1.92;3.75;Aurélien DANVERT;2578;2.87;5.61;Michel LESAGE;6691;7.45;14.55;Bruno JONCOUR;19951;22.22;43.39;;0;0.0;0.0;Sylvie GRONDIN;5379;5.99;11.7;;0;0.0;0.0;Pierre-Yves LOPIN;3582;3.99;7.79
22_2;96816;49015;50.63;Didier GIFFRAIN;6572;6.79;13.41;;0;0.0;0.0;Jocelyne LECLERC;1590;1.64;3.24;Viviane LE DISSEZ;6696;6.92;13.66;Hervé BERVILLE;21317;22.02;43.49;;0;0.0;0.0;Didier DÉRU;7576;7.83;15.46;;0;0.0;0.0;Odile DE MELLON;5264;5.44;10.74
22_3;86758;50255;57.93;Ronan GLAZIOU;4950;5.71;9.85;Christelle SCHWEITZER;991;1.14;1.97;Nicolas HERVÉ;1853;2.14;3.69;;0;0.0;0.0;Olivier ALLAIN;19166;22.09;38.14;;0;0.0;0.0;Marc LE FUR;19816;22.84;39.43;;0;0.0;0.0;Pierre-Marie LAUNAY;3479;4.01;6.92
22_4;78646;42174;53.63;Murielle LEPVRAUD;4925;6.26;11.68;Cinderella BERNARD;4639;5.9;11.0;Sylvie BOURBIGOT;1630;2.07;3.86;Annie LE HOUÉROU;8093;10.29;19.19;Yannick KERLOGOT;15412;19.6;36.54;;0;0.0;0.0;Martine TISON;3251;4.13;7.71;;0;0.0;0.0;Sandrine MADEC;4224;5.37;10.02
22_5;103941;52861;50.86;Marie-Amélie TROADEC;7977;7.67;15.09;Benoît DUMONT;1325;1.27;2.51;;0;0.0;0.0;Eric ROBERT;5122;4.93;9.69;Eric BOTHOREL;24257;23.34;45.89;;0;0.0;0.0;Jean-Yves DE CHAISEMARTIN;9470;9.11;17.91;;0;0.0;0.0;Annick LEBIEZ;4710;4.53;8.91
23_1;93113;47656;51.18;Laurence PACHE;6820;7.32;14.31;Claude GUERRIER;1406;1.51;2.95;Pierrette BIDON;1172;1.26;2.46;Michel VERGNIER;7715;8.29;16.19;Jean-Baptiste MOREAU;16500;17.72;34.62;;0;0.0;0.0;Jérémie SAUTY;8818;9.47;18.5;;0;0.0;0.0;Martial MAUME;5225;5.61;10.96
24_1;76207;38886;51.03;Hélène REYS;7129;9.35;18.33;Vianney LE VACON;1673;2.2;4.3;Yann LAVALOU;1065;1.4;2.74;Michel MOYRAND;4295;5.64;11.05;Philippe CHASSAING;13785;18.09;35.45;;0;0.0;0.0;Laurent MOSSION;5448;7.15;14.01;;0;0.0;0.0;Marie Catherine HALLIDAY;5491;7.21;14.12
24_2;82465;33744;40.92;Chrystel BOUTILLIER;4702;5.7;13.93;Armand ZACCARON;3142;3.81;9.31;Brigitte ALLAIN;5105;6.19;15.13;;0;0.0;0.0;Michel DELPON;14844;18.0;43.99;;0;0.0;0.0;Gaëlle BLANC LAJONIE;5922;7.18;17.55;;0;0.0;0.0;Éric VILLEMAGNE;29;0.04;0.09
24_3;67497;37707;55.86;Philippe GUILLERME;5340;7.91;14.16;Jean Paul SALON;1339;1.98;3.55;;0;0.0;0.0;Colette LANGLADE;8950;13.26;23.74;Jean-Pierre CUBERTAFON;11899;17.63;31.56;;0;0.0;0.0;Isabelle HYVOZ;5881;8.71;15.6;;0;0.0;0.0;Michel BERGOUGNOUX;4298;6.37;11.4
24_4;87851;40421;46.01;Émilie CHALARD;6388;7.27;15.8;Joëlle MONTUPET;1605;1.83;3.97;François COQ;1488;1.69;3.68;Benjamin DELRIEUX;5104;5.81;12.63;Jacqueline DUBOIS;14955;17.02;37.0;;0;0.0;0.0;Jérôme PEYRAT;5743;6.54;14.21;;0;0.0;0.0;Florence JOUBERT;5138;5.85;12.71
25_1;75233;31127;41.37;Habiba DELACOUR;4238;5.63;13.62;;0;0.0;0.0;Alain ROBERT;399;0.53;1.28;Barbara ROMAGNAN;5854;7.78;18.81;Fannette CHARVIER;10902;14.49;35.02;;0;0.0;0.0;Françoise BRANGET;5170;6.87;16.61;;0;0.0;0.0;Anna ROMANO;4564;6.07;14.66
25_2;78335;29731;37.95;Claire ARNOUX;4950;6.32;16.65;Christophe LIME;2725;3.48;9.17;Eric ALAUZET;16894;21.57;56.82;;0;0.0;0.0;;0;0.0;0.0;;0;0.0;0.0;Jean-Claude CHOMETTE;653;0.83;2.2;;0;0.0;0.0;Julien ACARD;4509;5.76;15.17
25_3;65897;30684;46.56;Christophe ESPOLIO;2900;4.4;9.45;;0;0.0;0.0;Odile JOANNÈS;848;1.29;2.76;Sidonie MARCHAL;1899;2.88;6.19;Denis SOMMER;10737;16.29;34.99;;0;0.0;0.0;Frédéric CARTIER;7950;12.06;25.91;;0;0.0;0.0;Loup VIALLET;6350;9.64;20.69
25_4;66908;24631;36.81;Nadia BARZNICA;3287;4.91;13.34;Corinne RIQUET;528;0.79;2.14;Anna MAILLARD;1141;1.71;4.63;;0;0.0;0.0;Frédéric BARBIER;11524;17.22;46.79;;0;0.0;0.0;Christine BESANÇON;742;1.11;3.01;;0;0.0;0.0;Sophie MONTEL;7409;11.07;30.08
25_5;82028;39941;48.69;Martine LUDI;3632;4.43;9.09;Evelyne TERNANT;580;0.71;1.45;Anthony POULIN;1632;1.99;4.09;;0;0.0;0.0;Sylvie LE HIR;13728;16.74;34.37;;0;0.0;0.0;Annie GENEVARD;15968;19.47;39.98;;0;0.0;0.0;Jérémy NAVION;4401;5.37;11.02
26_1;75247;30895;41.06;Karine MESSINA-DAUTRY;4128;5.49;13.36;Dominique LORMIER;396;0.53;1.28;Annie ROCHE;1691;2.25;5.47;Pierre-Jean VEYRET;3735;4.96;12.09;Mireille CLAPOT;10170;13.52;32.92;;0;0.0;0.0;Bertrand RACT-MADOUX;6559;8.72;21.23;;0;0.0;0.0;Bernard SIRONNEAU;4216;5.6;13.65
26_2;93273;38802;41.6;Rachel MAHÉ;4442;4.76;11.45;Pierre TRAPIER;1967;2.11;5.07;Danielle PERSICO;1058;1.13;2.73;Isabelle MALRIC;1307;1.4;3.37;Alice THOUROT;15119;16.21;38.96;;0;0.0;0.0;Franck REYNIER;6564;7.04;16.92;;0;0.0;0.0;Laure PELLIER;8345;8.95;21.51
26_3;106778;44810;41.97;Didier THEVENIEAU;9725;9.11;21.7;Chantal BÉLÉZY;773;0.72;1.73;Martine MORVAN;2280;2.14;5.09;Pascale ROCHAS;4446;4.16;9.92;Célia DE LAVERGNE;19158;17.94;42.75;;0;0.0;0.0;Norbert AGUERA;742;0.69;1.66;;0;0.0;0.0;Rachel REYGNIER;7686;7.2;17.15
26_4;94191;43972;46.68;Emma OULD AOUDIA;4922;5.23;11.19;Jean-Marc DURAND;845;0.9;1.92;Dominique REYNAUD;2094;2.22;4.76;Pierre JOUVET;7980;8.47;18.15;Latifa CHAY;10345;10.98;23.53;;0;0.0;0.0;Emmanuelle ANTHOINE;9779;10.38;22.24;;0;0.0;0.0;Bruno DERLY;8007;8.5;18.21
27_1;86358;29857;34.57;;0;0.0;0.0;Maryata KONTÉ;566;0.66;1.9;Laetitia SANCHEZ;1992;2.31;6.67;;0;0.0;0.0;Bruno LE MAIRE;17967;20.81;60.18;;0;0.0;0.0;Fataumata NIAKATE;405;0.47;1.36;;0;0.0;0.0;Fabienne DELACOUR;8927;10.34;29.9
27_2;78432;33185;42.31;Nathalie PACOURET;4125;5.26;12.43;Valéry BEURIOT;2725;3.47;8.21;;0;0.0;0.0;;0;0.0;0.0;Fabien GOUTTEFARDE;13516;17.23;40.73;;0;0.0;0.0;Jean-Paul LEGENDRE;5256;6.7;15.84;;0;0.0;0.0;Emmanuel CAMOIN;7563;9.64;22.79
27_3;84440;23445;27.77;Gwenhaël LAVERGNE;5173;6.13;22.06;;0;0.0;0.0;;0;0.0;0.0;Marie-Claire HAKI;2262;2.68;9.65;;0;0.0;0.0;;0;0.0;0.0;Pierre BIBET;6879;8.15;29.34;;0;0.0;0.0;Timothée HOUSSIN;9131;10.81;38.95
27_4;89885;40348;44.89;Arnaud LEVITRE;6113;6.8;15.15;;0;0.0;0.0;Alexis FRAISSE;1842;2.05;4.57;Richard JACQUET;2993;3.33;7.42;Bruno QUESTEL;14238;15.84;35.29;;0;0.0;0.0;François-Xavier PRIOLLAUD;5943;6.61;14.73;;0;0.0;0.0;Doris PERREAUX;9219;10.26;22.85
27_5;88418;31059;35.13;Pierre ZIMMERMANN;4414;4.99;14.21;Liliane BERNINI;709;0.8;2.28;Joëlle FONTAINE;882;1.0;2.84;Martine SEGUELA;3197;3.62;10.29;Claire O'PETIT;11965;13.53;38.52;;0;0.0;0.0;Michael BARTON;853;0.96;2.75;;0;0.0;0.0;Vincent TAILLIEU;9039;10.22;29.1
28_1;89168;41376;46.4;Julien MORAINNES;4608;5.17;11.14;Hugues VILLEMADE;896;1.0;2.17;Pierre MAZAHERI;794;0.89;1.92;Stéphane CORDIER;2921;3.28;7.06;Guillaume KASBARIAN;16577;18.59;40.06;;0;0.0;0.0;Franck MASSELUS;9892;11.09;23.91;;0;0.0;0.0;Sylvie ROUXEL;5688;6.38;13.75
28_2;74281;29976;40.35;Jean-Michel DEJENNE;3222;4.34;10.75;;0;0.0;0.0;Youssef LAMRINI;1049;1.41;3.5;Nadia FAVERIS;1206;1.62;4.02;Claire Tassadit HOUD;9486;12.77;31.65;;0;0.0;0.0;Olivier MARLEIX;9447;12.72;31.52;;0;0.0;0.0;Aleksandar NIKOLIC;5566;7.49;18.57
28_3;70797;21371;30.19;Pascale CERTAIN;3498;4.94;16.37;;0;0.0;0.0;Françoise RÉPARAT;1000;1.41;4.68;;0;0.0;0.0;;0;0.0;0.0;;0;0.0;0.0;Laure DE LA RAUDIERE;10662;15.06;49.89;;0;0.0;0.0;Guylaine BERCHER;6211;8.77;29.06
28_4;67220;26792;39.86;Sophie SINATTI;2099;3.12;7.83;Dominique GARCIA;567;0.84;2.12;Nachida BARRE;647;0.96;2.41;;0;0.0;0.0;Fabien VERDIER;2601;3.87;9.71;;0;0.0;0.0;Philippe VIGIER;15064;22.41;56.23;;0;0.0;0.0;Vincent COLLO;5814;8.65;21.7
29_1;88759;45616;51.39;Jugdeep HARVINDER;4946;5.57;10.84;Yvonne RAINERO;590;0.66;1.29;Jean-Pierre BIGORGNE;2325;2.62;5.1;Jean-Jacques URVOAS;9822;11.07;21.53;Annaïg LE MEUR;18980;21.38;41.61;;0;0.0;0.0;Claire LEVRY GERARD;5896;6.64;12.93;;0;0.0;0.0;Christel HÉNAFF;3057;3.44;6.7
29_2;78509;36581;46.59;Pierre-Yves CADALEN;5954;7.58;16.28;Eric GUELLEC;624;0.79;1.71;Nathalie CHALINE;1203;1.53;3.29;Patricia ADAM;5559;7.08;15.2;Jean-Charles LARSONNEUR;15764;20.08;43.09;;0;0.0;0.0;Véronique BOURBIGOT;4612;5.87;12.61;;0;0.0;0.0;Karine LÉAL;2865;3.65;7.83
29_3;89479;35423;39.59;Christine PANAGET;5786;6.47;16.33;Jean-Paul CAM;470;0.53;1.33;;0;0.0;0.0;;0;0.0;0.0;Didier LE GAC;21085;23.56;59.52;;0;0.0;0.0;Marie-Catherine MOUCHOT;4807;5.37;13.57;;0;0.0;0.0;Guy LEAL;3275;3.66;9.25
29_4;82219;44404;54.01;Julien KERGUILLEC;5970;7.26;13.44;Ismaël DUPONT;1254;1.53;2.82;Christine PRIGENT;1649;2.01;3.71;Gwenegan BUI;5727;6.97;12.9;Sandrine LE FEUR;14143;17.2;31.85;;0;0.0;0.0;Maël DE CALAN;13332;16.22;30.02;;0;0.0;0.0;Edith ROUSSEL;2329;2.83;5.25
29_5;94400;36519;38.69;Pascale MARCHAND;5382;5.7;14.74;Pierre-Yves LIZIAR;583;0.62;1.6;;0;0.0;0.0;Chantal GUITTET;7795;8.26;21.35;Graziella MELCHIOR;18624;19.73;51.0;;0;0.0;0.0;Jean-Paul BARRÉ;671;0.71;1.84;;0;0.0;0.0;Renée THOMAÏDIS;3464;3.67;9.49
29_6;89304;32263;36.13;Jean-Michel LUCAS;5855;6.56;18.15;Maxime PAUL;711;0.8;2.2;Nathanaël LEGEARD;4360;4.88;13.51;;0;0.0;0.0;Richard FERRAND;17230;19.29;53.4;;0;0.0;0.0;Sophie ROSSIGNEUX;584;0.65;1.81;;0;0.0;0.0;Patrick LE FUR;3523;3.94;10.92
29_7;80529;39797;49.42;Roland JAOUEN;6491;8.06;16.31;;0;0.0;0.0;Jean CATHALA;1870;2.32;4.7;Florence CROM;4043;5.02;10.16;Liliane TANGUY;16894;20.98;42.45;;0;0.0;0.0;Didier GUILLON;7536;9.36;18.94;;0;0.0;0.0;Agnès BELBÉOC'H;2963;3.68;7.45
29_8;87372;38216;43.74;Emmanuel MAGNAN;6001;6.87;15.7;Jacques RANNOU;1417;1.62;3.71;Marie-Andrée JÉRÔME-CLOVIS;1842;2.11;4.82;Michael QUERNEZ;8417;9.63;22.02;Erwan BALANANT;15458;17.69;40.45;;0;0.0;0.0;Joseph PICHON;600;0.69;1.57;;0;0.0;0.0;Mikaël CARÉO;4481;5.13;11.73
30_1;86922;28492;32.78;Yannick BATTEFORT;3688;4.24;12.94;Sylvette FAYET;2050;2.36;7.2;Dominique ANDRIEU BONNET;1135;1.31;3.98;;0;0.0;0.0;Françoise DUMAS;10549;12.14;37.02;;0;0.0;0.0;Pascaline FOSTYK;647;0.74;2.27;;0;0.0;0.0;Yoann GILLET;10423;11.99;36.58
30_2;89059;27117;30.45;Danielle FLOUTIER;5665;6.36;20.89;;0;0.0;0.0;Béatrice LECCIA;1296;1.46;4.78;;0;0.0;0.0;;0;0.0;0.0;;0;0.0;0.0;Pascale MOURRUT;6165;6.92;22.73;;0;0.0;0.0;Gilbert COLLARD;13991;15.71;51.59
30_3;93671;37666;40.21;Geneviève SABATHÉ;5084;5.43;13.5;Léa COMUSHIAN;833;0.89;2.21;Marie-Pierre MERCIER;1601;1.71;4.25;;0;0.0;0.0;Anthony CELLIER;14832;15.83;39.38;;0;0.0;0.0;Muriel DHERBECOURT;5315;5.67;14.11;;0;0.0;0.0;Monique TEZENAS DU MONTCEL;10001;10.68;26.55
30_4;91115;41328;45.36;Lucie ROUSSELOU;5427;5.96;13.13;Claude CERPEDES;3007;3.3;7.28;Dirk OFFRINGA;667;0.73;1.61;Fabrice VERDIER;7211;7.91;17.45;Annie CHAPELIER;10661;11.7;25.8;;0;0.0;0.0;Valérie MEUNIER;4991;5.48;12.08;;0;0.0;0.0;Brigitte ROULLAUD;9364;10.28;22.66
30_5;95968;45113;47.01;Guillaume ROIRON;6204;6.46;13.75;Jean-Michel SUAU;4516;4.71;10.01;Benjamin DECEUNINCK;2005;2.09;4.44;Nelly FRONTANAU;2743;2.86;6.08;Olivier GAILLARD;15620;16.28;34.62;;0;0.0;0.0;Léa BOYER;4968;5.18;11.01;;0;0.0;0.0;Daniela DE VIDO;9057;9.44;20.08
30_6;81204;32335;39.82;Karine VOINCHET;4910;6.05;15.18;Philippe GASSER;1275;1.57;3.94;Sibylle JANNEKEYN;823;1.01;2.55;;0;0.0;0.0;Philippe BERTA;12397;15.27;38.34;;0;0.0;0.0;Richard FLANDIN;4890;6.02;15.12;;0;0.0;0.0;Laurence GARDET;8040;9.9;24.86
31_1;83659;39301;46.98;Claire DUJARDIN;7493;8.96;19.07;Pierre LACAZE;958;1.15;2.44;Xavier BIGOT;2487;2.97;6.33;Catherine LEMORTON;6109;7.3;15.54;Pierre CABARE;13769;16.46;35.03;;0;0.0;0.0;François CHOLLET;5311;6.35;13.51;;0;0.0;0.0;Quentin LAMOTTE;3174;3.79;8.08
31_2;101370;41626;41.06;;0;0.0;0.0;Serge NICOLO;1087;1.07;2.61;Salah AMOKRANE;3072;3.03;7.38;Gérard BAPT;7352;7.25;17.66;Jean-Luc LAGLEIZE;19234;18.97;46.21;;0;0.0;0.0;Christine GENNARO-SAINT;5786;5.71;13.9;;0;0.0;0.0;Nadine ALEX;5095;5.03;12.24
31_3;79396;30054;37.85;Gilles NAUDY;5377;6.77;17.89;Martine CROQUETTE;952;1.2;3.17;;0;0.0;0.0;Isabelle HARDY;3716;4.68;12.36;Corinne VIGNON;17150;21.6;57.06;;0;0.0;0.0;;0;0.0;0.0;;0;0.0;0.0;Sonia DECAMPS;2859;3.6;9.51
31_4;71190;31023;43.58;Liem HOANG NGOC;6832;9.6;22.02;Luc RIPOLL;529;0.74;1.71;Elisabeth MATAK;2144;3.01;6.91;Martine MARTINEL;3297;4.63;10.63;Mickaël NOGAL;11722;16.47;37.78;;0;0.0;0.0;Bertrand SERP;4310;6.05;13.89;;0;0.0;0.0;Maïthé CARSALADE;2189;3.07;7.06
31_5;98451;47297;48.04;Sylvie ESPAGNOLLE-LABRUNE;7134;7.25;15.08;Monique MARCONIS;805;0.82;1.7;Clémentine RENAUD;1561;1.59;3.3;Sandrine FLOUREUSSES;5454;5.54;11.53;Jean-François PORTARRIEU;18588;18.88;39.3;;0;0.0;0.0;Jean-Marc DUMOULIN;5526;5.61;11.68;;0;0.0;0.0;Julien LEONARDELLI;8229;8.36;17.4
31_6;111612;49920;44.73;Patrick JIMENA;9316;8.35;18.66;Daniel FOURMY;796;0.71;1.59;Stéphane RENAUX;2243;2.01;4.49;Camille POUPONNEAU;7221;6.47;14.47;Monique IBORRA;23271;20.85;46.62;;0;0.0;0.0;Laurent CASBAS;772;0.69;1.55;;0;0.0;0.0;Michèle PELLIZZON;6301;5.65;12.62
31_7;99799;47164;47.26;Christophe BEX;7525;7.54;15.95;Danielle TENSA;1131;1.13;2.4;Catherine RENAUX;2415;2.42;5.12;Marie-Caroline TEMPESTA;4852;4.86;10.29;Elisabeth TOUTUT-PICARD;18664;18.7;39.57;;0;0.0;0.0;Françoise BORRET;4257;4.27;9.03;;0;0.0;0.0;Marie DOMBES;8320;8.34;17.64
31_8;85552;38234;44.69;Philippe GIMENEZ;6142;7.18;16.06;Corinne MARQUERIE;1346;1.57;3.52;Sophie HANDSCHUTTER;1220;1.43;3.19;Joël AVIRAGNET;7739;9.05;20.24;Michel MONTSARRAT;14541;17.0;38.03;;0;0.0;0.0;Laure GONZALEZ;616;0.72;1.61;;0;0.0;0.0;Marie-Christine PAROLIN;6630;7.75;17.34
31_9;80368;37116;46.18;Manuel BOMPARD;7282;9.06;19.62;Véronique BLANSTIER;706;0.88;1.9;Christine ARRIGHI;2186;2.72;5.89;Christophe BORGEL;5175;6.44;13.94;Sandrine MÖRCH;14231;17.71;38.34;;0;0.0;0.0;Simone PAUZIN-FOURNIÉ;3439;4.28;9.27;;0;0.0;0.0;Eloïse TERIITAUMIHAU;4097;5.1;11.04
31_10;95256;48381;50.79;Monique FABRE;7735;8.12;15.99;Christian PICQUET;896;0.94;1.85;Henri AREVALO;2600;2.73;5.37;Kader ARIF;4355;4.57;9.0;Sébastien NADOT;21886;22.98;45.24;;0;0.0;0.0;Arnaud LAFON;6043;6.34;12.49;;0;0.0;0.0;Mathieu LACHURIES;4866;5.11;10.06
32_1;73499;39417;53.63;Pascal PÉNÉTRO;5186;7.06;13.16;Annabelle SKOWRONEK;806;1.1;2.04;Sylviane BAUDOIS;1675;2.28;4.25;Francis DUPOUEY;7076;9.63;17.95;Jean-René CAZENEUVE;13749;18.71;34.88;;0;0.0;0.0;Christophe TERRAIN;6437;8.76;16.33;;0;0.0;0.0;Nathalie PIERREISNARD;4488;6.11;11.39
32_2;71460;27609;38.64;Myriam RIMBERT;3830;5.36;13.87;Bruno GABRIEL;980;1.37;3.55;Jean-Paul DUGOUJON;1139;1.59;4.13;Gisèle BIÉMOURET;7057;9.88;25.56;Christopher SOCCIO;9584;13.41;34.71;;0;0.0;0.0;Bruno DIENOT;260;0.36;0.94;;0;0.0;0.0;Thomas GUASCH;4759;6.66;17.24
33_1;95058;35809;37.67;Evelyne CERVANTES-DESCUBES;5261;5.53;14.69;Vincent MAURIN;889;0.94;2.48;Nelson PALIS-NIERMANN;1873;1.97;5.23;Philippe DORTHE;3437;3.62;9.6;Dominique DAVID;21173;22.27;59.13;;0;0.0;0.0;Sophie BARAKAT;390;0.41;1.09;;0;0.0;0.0;Philippe DUBOIS;2786;2.93;7.78
33_2;65979;31136;47.19;Aude DARCHY;4436;6.72;14.25;Servane CRUSSIÈRE;635;0.96;2.04;Pierre HURMIC;2684;4.07;8.62;Michèle DELAUNAY;3569;5.41;11.46;Catherine FABRE;13284;20.13;42.66;;0;0.0;0.0;Anne WALRYCK;5274;7.99;16.94;;0;0.0;0.0;Julie RECHAGNEUX;1254;1.9;4.03
33_3;81017;28017;34.58;Loïc PRUD'HOMME;7451;9.2;26.59;Isabelle TARIS;1077;1.33;3.84;Cécile TEULON;248;0.31;0.89;;0;0.0;0.0;Marik FETOUH;13232;16.33;47.23;;0;0.0;0.0;Alexandre GOURD;3323;4.1;11.86;;0;0.0;0.0;Bruno PALUTEAU;2686;3.32;9.59
33_4;93636;39975;42.69;Maud BESSON;6103;6.52;15.27;Berivan BAL;936;1.0;2.34;Laure DESVALOIS;1791;1.91;4.48;Alain DAVID;6857;7.32;17.15;Aziz S'KALLI-BOUAZIZA;13276;14.18;33.21;;0;0.0;0.0;Hubert LAPORTE;5506;5.88;13.77;;0;0.0;0.0;Serge HADON;5506;5.88;13.77
33_5;110593;47727;43.16;Martine CALVO;6229;5.63;13.05;Stéphane LE BOT;921;0.83;1.93;Stéphane SAUBUSSE;1862;1.68;3.9;Pascale GOT;10220;9.24;21.41;Benoit SIMIAN;18399;16.64;38.55;;0;0.0;0.0;Sonia COLEMYN;1302;1.18;2.73;;0;0.0;0.0;Grégoire DE FOURNAS;8794;7.95;18.43
33_6;103656;45787;44.17;Marie DURET-PUJOL;7260;7.0;15.86;Pierre CAZENAVE;668;0.64;1.46;Ludovic GUITTON;1915;1.85;4.18;Marie RÉCALDE;7502;7.24;16.38;Eric POULLIAT;23543;22.71;51.42;;0;0.0;0.0;Sandrine PENY;418;0.4;0.91;;0;0.0;0.0;Marie-Mauricette MARTINEZ;4481;4.32;9.79
33_7;77005;38354;49.81;Johanne SEBAUX;5576;7.24;14.54;Didier SARRAT;598;0.78;1.56;Jean-Yves GRANDIDIER;2039;2.65;5.32;Bernard GARRIGOU;6197;8.05;16.16;Bérangère COUILLARD;16032;20.82;41.8;;0;0.0;0.0;Karine ROUX-LABAT;5094;6.62;13.28;;0;0.0;0.0;Marlène MIGNON;2818;3.66;7.35
33_8;109207;40207;36.82;Cécile COTI;5692;5.21;14.16;Danielle TRANNOY;428;0.39;1.06;Nicolas DUBOT;1983;1.82;4.93;Pierre PRADAYROL;2879;2.64;7.16;Sophie PANONACLE;22337;20.45;55.56;;0;0.0;0.0;Sophie LE PAGE;1047;0.96;2.6;;0;0.0;0.0;Laurent LAMARA;5841;5.35;14.53
