link2;nom;departement;circonscription;sexe;nom candidat;prénom candidat;age_candidat;nuance_politique;csp;personnalité_bool;candidat_sortant;parti_predecesseur2007;chomage_moyen_2012;age_moy_2012;region_uda_8_wcorse;voixModele1;%_voix/ins;%_voix/exp;prediction;modele2Voix;modele2rounded
Marie-Christine DALLOZ_39_2;Marie-Christine DALLOZ;39;2;F;DALLOZ;Marie-Christine;59;LR-UMP;4;Oui;Oui;Oui;7.45;42.9248434639;5;6509;11.78;20.85;-0.00321817027561;6460.94585130234;6461
Jean-Bernard MARCUZZI_39_3;Jean-Bernard MARCUZZI;39;3;M;MARCUZZI;Jean-Bernard;63;FG-FI;3;Non;Non;Non;7.45;42.9248434639;5;9223;13.27;22.47;-0.104300423013;7253.90369776962;7254
Stéphane MONTRELAY_39_3;Stéphane MONTRELAY;39;3;M;MONTRELAY;Stéphane;40;FN;6;Non;Non;Non;7.45;42.9248434639;5;10136;14.58;24.7;-0.172479538063;6813.763630458001;6814
Laurence BERNIER_39_3;Laurence BERNIER;39;3;F;BERNIER;Laurence;60;EXG;7;Non;Non;Non;7.45;42.9248434639;5;1450;2.09;3.53;0.0372393218912;1592.5846157688225;1593
Jean-Marie SERMIER_39_3;Jean-Marie SERMIER;39;3;M;SERMIER;Jean-Marie;56;LR-UMP;1;Oui;Oui;Oui;7.45;42.9248434639;5;7423;10.68;18.09;0.0144068726273;7682.113150191983;7682
Paul-Henri BARD_39_3;Paul-Henri BARD;39;3;M;BARD;Paul-Henri;50;EM-MODEM;3;Non;Non;Non;7.45;42.9248434639;5;10869;15.64;26.48;0.0430987232195;12135.04467283252;12135
Sylvie VIARD_39_3;Sylvie VIARD;39;3;F;VIARD;Sylvie;50;LR-UMP;4;Non;Non;Non;7.45;42.9248434639;5;1363;1.96;3.32;-0.122638085158;1027.6796829288132;1028
Céline PIOT_40_1;Céline PIOT;40;1;F;PIOT;Céline;47;FG-FI;4;Non;Non;Non;9.65;43.9947820418;6;9897;9.76;16.64;-0.146157600333;7068.80448809809;7069
Thierry LE BRIS_40_1;Thierry LE BRIS;40;1;M;LE BRIS;Thierry;54;EXG;6;Non;Non;Non;9.65;43.9947820418;6;1297;1.28;2.18;0.0479530220596;1468.4278542345294;1468
Geneviève DARRIEUSSECQ_40_1;Geneviève DARRIEUSSECQ;40;1;F;DARRIEUSSECQ;Geneviève;61;EM-MODEM;3;Non;Non;Non;9.65;43.9947820418;6;16382;16.16;27.54;0.00307552889104;16499.256940293737;16499
Christophe BARDIN_40_1;Christophe BARDIN;40;1;M;BARDIN;Christophe;51;FN;7;Non;Non;Non;9.65;43.9947820418;6;11265;11.11;18.94;-0.144382823536;8078.828195656836;8079
Renaud LAGRAVE_40_1;Renaud LAGRAVE;40;1;M;LAGRAVE;Renaud;49;PS;3;Non;Non;Oui;9.65;43.9947820418;6;5755;5.68;9.67;-0.00467274511277;5693.411612886453;5693
Fanette BILLARD_40_1;Fanette BILLARD;40;1;F;BILLARD;Fanette;43;EELV;2;Non;Non;Non;9.65;43.9947820418;6;1792;1.77;3.01;-0.172889758876;1203.5059631075908;1204
Marie-Françoise NADAU_40_1;Marie-Françoise NADAU;40;1;F;NADAU;Marie-Françoise;57;LR-UMP;3;Non;Non;Oui;9.65;43.9947820418;6;11309;11.15;19.01;-0.156185932156;7892.9303765103605;7893
Claude MOLLE_40_1;Claude MOLLE;40;1;M;MOLLE;Claude;66;LR-UMP;7;Non;Non;Non;9.65;43.9947820418;6;1787;1.76;3.0;-0.119164294976;1358.1891524406287;1358
Jean-Marc LESPADE_40_2;Jean-Marc LESPADE;40;2;M;LESPADE;Jean-Marc;50;EXG;5;Non;Non;Non;9.65;43.9947820418;6;1517;1.35;2.29;0.0163320851609;1577.451194829026;1577
Lionel CAUSSE_40_2;Lionel CAUSSE;40;2;M;CAUSSE;Lionel;46;EM-MODEM;3;Non;Non;Non;9.65;43.9947820418;6;19217;17.12;29.02;0.0590332417579;22491.823559184257;22492
Marie-Ange DELAVENNE_40_2;Marie-Ange DELAVENNE;40;2;F;DELAVENNE;Marie-Ange;57;EELV;5;Non;Non;Non;9.65;43.9947820418;6;1952;1.74;2.95;-0.178793624578;1293.2610229517913;1293
Sylviane PACOT_40_2;Sylviane PACOT;40;2;F;PACOT;Sylviane;49;LR-UMP;3;Non;Non;Oui;9.65;43.9947820418;6;13392;11.93;20.22;-0.164792907417;9163.313249056357;9163
Jean-Pierre POURRUT_40_2;Jean-Pierre POURRUT;40;2;M;POURRUT;Jean-Pierre;76;LR-UMP;7;Non;Non;Non;9.65;43.9947820418;6;1651;1.47;2.49;-0.164293086364;1130.977556953052;1131
Caroline DACHARRY_40_2;Caroline DACHARRY;40;2;F;DACHARRY;Caroline;53;FG-FI;5;Non;Non;Non;9.65;43.9947820418;6;11664;10.39;17.61;-0.130777893709;8631.168940370286;8631
Francis GARCIA_40_2;Francis GARCIA;40;2;M;GARCIA;Francis;64;FN;5;Non;Non;Non;9.65;43.9947820418;6;10525;9.38;15.89;-0.11905015083;8001.510024643038;8002
Christine BASLY-LAPEGUE_40_2;Christine BASLY-LAPEGUE;40;2;F;BASLY-LAPEGUE;Christine;54;PS;3;Non;Non;Oui;9.65;43.9947820418;6;6300;5.61;9.51;-0.0162104680952;6069.180885340061;6069
Michèle BERTHOU_40_3;Michèle BERTHOU;40;3;F;BERTHOU;Michèle;58;EXG;5;Non;Non;Non;9.65;43.9947820418;6;1329;1.38;2.74;0.0344994152968;1448.782840747649;1449
Boris VALLAUD_40_3;Boris VALLAUD;40;3;M;VALLAUD;Boris;41;PS;3;Non;Non;Non;9.65;43.9947820418;6;6054;6.27;12.5;-0.0764062291054;5077.339309706719;5077
Philippe DUBOURG_40_3;Philippe DUBOURG;40;3;M;DUBOURG;Philippe;67;FG-FI;7;Non;Non;Non;9.65;43.9947820418;6;9982;10.34;20.62;-0.0938059852783;8042.879836789031;8043
Nicole DE LETTER_40_3;Nicole DE LETTER;40;3;F;DE LETTER;Nicole;72;LR-UMP;7;Non;Non;Non;9.65;43.9947820418;6;1540;1.6;3.18;-0.175287452311;1028.5686152047224;1029
Océane RAVIX_40_3;Océane RAVIX;40;3;F;RAVIX;Océane;24;FN;3;Non;Non;Non;9.65;43.9947820418;6;10486;10.86;21.66;-0.131819316721;7740.88359386405;7741
Jean-Pierre STEINER_40_3;Jean-Pierre STEINER;40;3;M;STEINER;Jean-Pierre;67;EM-MODEM;7;Non;Non;Non;9.65;43.9947820418;6;15902;16.47;32.84;0.0460094848923;17902.738588177068;17903
Richard BIDEGARAY_40_3;Richard BIDEGARAY;40;3;M;BIDEGARAY;Richard;49;EELV;2;Non;Non;Non;9.65;43.9947820418;6;1888;1.96;3.9;-0.161828954637;1300.6877059376736;1301
Marie Claire DUPRAT_40_3;Marie Claire DUPRAT;40;3;F;DUPRAT;Marie Claire;68;LR-UMP;7;Non;Non;Non;9.65;43.9947820418;6;1235;1.28;2.55;-0.166616880781;841.4921652538532;841
Kenza BELLIARD_41_1;Kenza BELLIARD;41;1;F;BELLIARD;Kenza;38;FG-FI;4;Non;Non;Non;8.55;43.4575183529;4;7239;8.75;15.03;-0.162318072229;4981.504241102478;4982
Camélia KHABÈCHE_41_1;Camélia KHABÈCHE;41;1;F;KHABÈCHE;Camélia;21;EXG;5;Non;Non;Non;8.55;43.4575183529;4;930;1.12;1.93;0.0064607920893;944.1506752106125;944
Damien HENAULT_41_1;Damien HENAULT;41;1;M;HENAULT;Damien;48;LR-UMP;3;Non;Non;Non;8.55;43.4575183529;4;11695;14.13;24.29;-0.0642537077012;10086.639945323228;10087
Denys ROBILIARD_41_1;Denys ROBILIARD;41;1;M;ROBILIARD;Denys;56;PS;3;Oui;Oui;Oui;8.55;43.4575183529;4;4090;4.94;8.49;0.0790864799905;5110.827355727144;5111
Marc FESNEAU_41_1;Marc FESNEAU;41;1;M;FESNEAU;Marc;46;EM-MODEM;2;Non;Non;Non;8.55;43.4575183529;4;12940;15.63;26.88;0.0678249396106;15572.12650106681;15572
Nicolas ORGELET_41_1;Nicolas ORGELET;41;1;M;ORGELET;Nicolas;28;EELV;3;Non;Non;Non;8.55;43.4575183529;4;1272;1.54;2.64;-0.116651502838;972.3790838503584;972
Michel CHASSIER_41_1;Michel CHASSIER;41;1;M;CHASSIER;Michel;68;FN;7;Non;Non;Non;8.55;43.4575183529;4;9982;12.06;20.73;-0.124554245916;7493.130901979767;7493
Marilyne CORBEAU_41_2;Marilyne CORBEAU;41;2;F;CORBEAU;Marilyne;60;LR-UMP;2;Non;Non;Non;8.55;43.4575183529;4;1813;2.26;3.76;-0.142594046426;1305.5808089892967;1306
Yvon CHÉRY_41_2;Yvon CHÉRY;41;2;M;CHÉRY;Yvon;59;FG-FI;4;Non;Non;Non;8.55;43.4575183529;4;6344;7.9;13.16;-0.0745288989477;5343.604111820523;5344
Mathilde PARIS_41_2;Mathilde PARIS;41;2;F;PARIS;Mathilde;32;FN;5;Non;Non;Non;8.55;43.4575183529;4;12772;15.9;26.49;-0.119775566589;9693.560903702164;9694
Marie ROBIN_41_2;Marie ROBIN;41;2;F;ROBIN;Marie;39;EELV;3;Non;Non;Non;8.55;43.4575183529;4;948;1.18;1.97;-0.18417930513;620.3389237098087;620
Jean-Luc BRAULT_41_2;Jean-Luc BRAULT;41;2;M;BRAULT;Jean-Luc;66;EM-MODEM;7;Non;Non;Non;8.55;43.4575183529;4;11097;13.82;23.02;0.0468713307349;12524.328147645067;12524
Jean-Claude DELANOUE_41_2;Jean-Claude DELANOUE;41;2;M;DELANOUE;Jean-Claude;67;EXG;7;Non;Non;Non;8.55;43.4575183529;4;772;0.96;1.6;-0.0118668082161;751.191200818436;751
Didier GUÉNIN_41_2;Didier GUÉNIN;41;2;M;GUÉNIN;Didier;53;PS;3;Non;Non;Oui;8.55;43.4575183529;4;3069;3.82;6.37;0.00412810321299;3098.593513492548;3099
Guillaume PELTIER_41_2;Guillaume PELTIER;41;2;M;PELTIER;Guillaume;40;LR-UMP;3;Non;Non;Oui;8.55;43.4575183529;4;11398;14.19;23.64;-0.0820765507887;9435.221538871581;9435
Marlène MARTIN_41_3;Marlène MARTIN;41;3;F;MARTIN;Marlène;42;EM-MODEM;3;Non;Non;Oui;8.55;43.4575183529;4;13076;15.9;35.01;0.00891239044706;13352.852051548822;13353
Patrick CALLU_41_3;Patrick CALLU;41;3;M;CALLU;Patrick;60;EXG;7;Non;Non;Non;8.55;43.4575183529;4;1178;1.43;3.15;0.00245783592569;1184.7238062352137;1185
Christian GUELLIER_41_3;Christian GUELLIER;41;3;M;GUELLIER;Christian;58;EELV;1;Non;Non;Non;8.55;43.4575183529;4;1736;2.11;4.65;-0.11570980309;1329.9640988584815;1330
Jean-Yves NARQUIN_41_3;Jean-Yves NARQUIN;41;3;M;NARQUIN;Jean-Yves;66;FN;3;Non;Non;Non;8.55;43.4575183529;4;12065;14.67;32.3;-0.0882727647352;9845.880524874497;9846
Cécile RIVIERE_41_3;Cécile RIVIERE;41;3;F;RIVIERE;Cécile;38;FG-FI;4;Non;Non;Non;8.55;43.4575183529;4;7938;9.65;21.25;-0.162318072229;5462.519777023272;5463
Maurice LEROY_41_3;Maurice LEROY;41;3;M;LEROY;Maurice;58;LR-UMP;3;Oui;Oui;Non;8.55;43.4575183529;4;1361;1.66;3.64;0.010115317279;1393.8456110173445;1394
Philippe CLAUSE_42_1;Philippe CLAUSE;42;1;M;CLAUSE;Philippe;48;FN;3;Non;Non;Non;9.85;41.9076791457;7;6928;10.56;22.82;-0.131716793272;5115.535298290248;5116
Régis JUANICO_42_1;Régis JUANICO;42;1;M;JUANICO;Régis;45;PS;3;Oui;Oui;Oui;9.85;41.9076791457;7;4448;6.78;14.65;0.061950697103;5253.47497360155;5253
Corinne OUMAKHLOUF_42_1;Corinne OUMAKHLOUF;42;1;F;OUMAKHLOUF;Corinne;54;FG-FI;5;Non;Non;Non;9.85;41.9076791457;7;6838;10.42;22.52;-0.132686641909;5037.817776757836;5038
Magalie VIALLON_42_1;Magalie VIALLON;42;1;F;VIALLON;Magalie;44;EM-MODEM;3;Non;Non;Oui;9.85;41.9076791457;7;9980;15.21;32.87;-0.0130344951713;9684.920188067303;9685
Gilles ARTIGUES_42_1;Gilles ARTIGUES;42;1;M;ARTIGUES;Gilles;52;LR-UMP;4;Non;Non;Non;9.85;41.9076791457;7;817;1.25;2.69;-0.140128692417;591.6888210685231;592
Lucas WINIARSKI_42_1;Lucas WINIARSKI;42;1;M;WINIARSKI;Lucas;26;EXG;8;Non;Non;Non;9.85;41.9076791457;7;877;1.34;2.89;0.0223949968384;926.0032423763473;926
Pascal ARRIGHI_42_2;Pascal ARRIGHI;42;2;M;ARRIGHI;Pascal;48;FN;3;Non;Non;Non;9.85;41.9076791457;7;4660;8.77;16.68;-0.131716793272;3440.8768028337986;3441
Andrée TAURINYA_42_2;Andrée TAURINYA;42;2;F;TAURINYA;Andrée;54;FG-FI;4;Non;Non;Non;9.85;41.9076791457;7;6724;12.65;24.06;-0.120267007761;5097.540641665071;5098
Jean-Michel MIS_42_2;Jean-Michel MIS;42;2;M;MIS;Jean-Michel;49;EM-MODEM;3;Non;Non;Non;9.85;41.9076791457;7;9161;17.23;32.78;0.0739958746957;11250.947756454154;11251
Alexandra RIBEIRO CUSTODIO_42_2;Alexandra RIBEIRO CUSTODIO;42;2;F;RIBEIRO CUSTODIO;Alexandra;55;LR-UMP;3;Non;Non;Oui;9.85;41.9076791457;7;4914;9.24;17.59;-0.150573678758;3474.2532574895536;3474
Olivier LONGEON_42_2;Olivier LONGEON;42;2;M;LONGEON;Olivier;50;EELV;3;Non;Non;Non;9.85;41.9076791457;7;1456;2.74;5.21;-0.135938665708;1064.6888582020592;1065
Vanessa PECEL_42_2;Vanessa PECEL;42;2;F;PECEL;Vanessa;32;EXG;3;Non;Non;Non;9.85;41.9076791457;7;1029;1.94;3.68;0.00967934841578;1052.7260725235226;1053
Louis CAILLON_42_3;Louis CAILLON;42;3;M;CAILLON;Louis;54;FG-FI;3;Non;Non;Non;9.85;41.9076791457;7;7341;8.9;19.4;-0.0932998274232;5921.822648501347;5922
Patricia SIMONIN-CHAILLOT_42_3;Patricia SIMONIN-CHAILLOT;42;3;F;SIMONIN-CHAILLOT;Patricia;45;EELV;1;Non;Non;Non;9.85;41.9076791457;7;1128;1.37;2.98;-0.100504206941;894.9626122433044;895
Valéria FAURE-MUNTIAN_42_3;Valéria FAURE-MUNTIAN;42;3;F;FAURE-MUNTIAN;Valéria;32;EM-MODEM;2;Non;Non;Oui;9.85;41.9076791457;7;12239;14.85;32.35;-0.0136052853764;11861.52830141015;11862
Isabelle SURPLY_42_3;Isabelle SURPLY;42;3;F;SURPLY;Isabelle;32;FN;8;Non;Non;Non;9.85;41.9076791457;7;11497;13.95;30.39;-0.0893059992974;9360.057831733999;9360
François ROCHEBLOINE_42_3;François ROCHEBLOINE;42;3;M;ROCHEBLOINE;François;71;LR-UMP;7;Oui;Oui;Non;9.85;41.9076791457;7;1062;1.29;2.81;-0.0624685773047;919.7206539448218;920
Philippe KIZIRIAN_42_3;Philippe KIZIRIAN;42;3;M;KIZIRIAN;Philippe;58;PS;3;Non;Non;Oui;9.85;41.9076791457;7;3651;4.43;9.65;-0.00429539227956;3615.067748739964;3615
Céline VEAU_42_3;Céline VEAU;42;3;F;VEAU;Céline;26;EXG;8;Non;Non;Non;9.85;41.9076791457;7;917;1.11;2.42;0.0247557387417;974.1413117348842;974
Pascal THOMAS_42_4;Pascal THOMAS;42;4;M;THOMAS;Pascal;56;EELV;4;Non;Non;Oui;9.85;41.9076791457;7;2250;2.23;3.86;-0.174565699261;1505.2783621688054;1505
Patrick MIGNON_42_4;Patrick MIGNON;42;4;M;MIGNON;Patrick;63;LR-UMP;3;Non;Non;Non;9.85;41.9076791457;7;2120;2.1;3.64;-0.10517339887;1664.0350206917485;1664
Christophe FAVERJON_42_4;Christophe FAVERJON;42;4;M;FAVERJON;Christophe;43;EXG;4;Non;Non;Non;9.85;41.9076791457;7;1643;1.63;2.82;0.041002985915;1823.5565232110528;1824
Léo CHAVAS_42_4;Léo CHAVAS;42;4;M;CHAVAS;Léo;24;FG-FI;6;Non;Non;Non;9.85;41.9076791457;7;11252;11.14;19.32;-0.180343955058;7428.237288345764;7428
Dino CINIERI_42_4;Dino CINIERI;42;4;M;CINIERI;Dino;61;LR-UMP;7;Oui;Oui;Oui;9.85;41.9076791457;7;10040;9.94;17.24;-0.0275310113031;9423.293142945957;9423
Raphaëlle JEANSON_42_4;Raphaëlle JEANSON;42;4;F;JEANSON;Raphaëlle;36;FN;4;Non;Non;Oui;9.85;41.9076791457;7;14925;14.78;25.63;-0.0850765186896;12269.809532517933;12270
David KAUFFER_42_4;David KAUFFER;42;4;M;KAUFFER;David;46;EM-MODEM;3;Non;Non;Non;9.85;41.9076791457;7;16006;15.85;27.48;0.0521278641757;18345.603271897908;18346
Brigitte DUMOULIN_42_5;Brigitte DUMOULIN;42;5;F;DUMOULIN;Brigitte;49;PS;4;Non;Non;Oui;9.85;41.9076791457;7;4347;4.3;7.22;0.00696942975703;4418.478437264749;4418
Sarah BROSSET_42_5;Sarah BROSSET;42;5;F;BROSSET;Sarah;34;FN;5;Non;Non;Non;9.85;41.9076791457;7;14263;14.11;23.68;-0.0856313026967;11710.611662631138;11711
Karine MAURICE_42_5;Karine MAURICE;42;5;F;MAURICE;Karine;43;LR-UMP;4;Non;Non;Non;9.85;41.9076791457;7;2185;2.16;3.63;-0.122247594574;1648.936178420904;1649
Alain VALENTIN_42_5;Alain VALENTIN;42;5;M;VALENTIN;Alain;51;EELV;4;Non;Non;Non;9.85;41.9076791457;7;1346;1.33;2.24;-0.188059238428;872.9428686995942;873
Nathalie SARLES_42_5;Nathalie SARLES;42;5;F;SARLES;Nathalie;55;EM-MODEM;5;Non;Non;Non;9.85;41.9076791457;7;15489;15.32;25.72;-0.0537635264558;13685.474296230446;13685
Clotilde ROBIN_42_5;Clotilde ROBIN;42;5;F;ROBIN;Clotilde;44;LR-UMP;3;Non;Non;Oui;9.85;41.9076791457;7;12970;12.83;21.54;-0.130121556508;9612.103081194287;9612
Jean-Luc VILLEMAGNE_42_5;Jean-Luc VILLEMAGNE;42;5;M;VILLEMAGNE;Jean-Luc;51;EXG;5;Non;Non;Non;9.85;41.9076791457;7;1060;1.05;1.76;0.0450481400853;1190.072242722334;1190
Véronique RAKOSE-TRUCHET_42_5;Véronique RAKOSE-TRUCHET;42;5;F;RAKOSE-TRUCHET;Véronique;51;FG-FI;5;Non;Non;Non;9.85;41.9076791457;7;8562;8.47;14.22;-0.117664337505;6529.965488508229;6530
Sadia Nadia SEGHIR_42_6;Sadia Nadia SEGHIR;42;6;F;SEGHIR;Sadia Nadia;55;FG-FI;3;Non;Non;Non;9.85;41.9076791457;7;11297;10.5;17.72;-0.12463977646;8478.584489596276;8479
Sophie ROBERT_42_6;Sophie ROBERT;42;6;F;ROBERT;Sophie;45;FN;8;Non;Non;Non;9.85;41.9076791457;7;15397;14.32;24.16;-0.0945388549891;12385.03547192721;12385
Julien BOROWCZYK_42_6;Julien BOROWCZYK;42;6;M;BOROWCZYK;Julien;38;EM-MODEM;3;Non;Non;Non;9.85;41.9076791457;7;18097;16.83;28.39;0.0445644688884;20289.55050124094;20290
Jean DUVERGER_42_6;Jean DUVERGER;42;6;M;DUVERGER;Jean;64;EELV;7;Non;Non;Non;9.85;41.9076791457;7;3506;3.26;5.5;-0.205907466505;2182.2497140273663;2182
Marie GONCALVES_42_6;Marie GONCALVES;42;6;F;GONCALVES;Marie;48;LR-UMP;5;Non;Non;Non;9.85;41.9076791457;7;2580;2.4;4.05;-0.145602421565;1845.0888500361264;1845
Paul SALEN_42_6;Paul SALEN;42;6;M;SALEN;Paul;67;LR-UMP;7;Oui;Oui;Oui;9.85;41.9076791457;7;12859;11.96;20.18;-0.0786990936935;10727.736623732499;10728
Cécile GALLIEN_43_1;Cécile GALLIEN;43;1;F;GALLIEN;Cécile;45;EM-MODEM;3;Non;Non;Non;8.15;43.4725490282;7;15119;15.47;26.05;0.0168671066181;15742.431794746479;15742
Martine DEJEAN_43_1;Martine DEJEAN;43;1;F;DEJEAN;Martine;63;FG-FI;7;Non;Non;Non;8.15;43.4725490282;7;9720;9.95;16.75;-0.159208125413;6736.869574521153;6737
Fabien ALBERTINI_43_1;Fabien ALBERTINI;43;1;M;ALBERTINI;Fabien;49;FN;5;Non;Non;Non;8.15;43.4725490282;7;13748;14.07;23.69;-0.136934104158;10030.10361100725;10030
Fabrice FARISON_43_1;Fabrice FARISON;43;1;M;FARISON;Fabrice;46;PS;3;Non;Non;Non;8.15;43.4725490282;7;4314;4.41;7.43;-0.111659539669;3335.958206647122;3336
Isabelle VALENTIN_43_1;Isabelle VALENTIN;43;1;F;VALENTIN;Isabelle;55;LR-UMP;1;Non;Non;Oui;8.15;43.4725490282;7;10537;10.78;18.15;-0.127572579874;7854.967639172305;7855
Gabriel CARDAIRE_43_1;Gabriel CARDAIRE;43;1;M;CARDAIRE;Gabriel;49;LR-UMP;4;Non;Non;Non;8.15;43.4725490282;7;2196;2.25;3.78;-0.0472369380751;1969.6787417480323;1970
Jean-Pierre VIGIER_43_2;Jean-Pierre VIGIER;43;2;M;VIGIER;Jean-Pierre;47;LR-UMP;3;Oui;Oui;Oui;8.15;43.4725490282;7;10905;13.73;23.8;-0.00479282397864;10785.315301559222;10785
Marie-Laure BUSSELOT_43_2;Marie-Laure BUSSELOT;43;2;F;BUSSELOT;Marie-Laure;40;EELV;4;Non;Non;Non;8.15;43.4725490282;7;1125;1.42;2.46;-0.0755748365036;945.3174742858496;945
Lionel BOUTON_43_2;Lionel BOUTON;43;2;M;BOUTON;Lionel;47;FG-FI;4;Non;Non;Non;8.15;43.4725490282;7;7401;9.32;16.15;-0.0660483737336;6356.850977682509;6357
Josiane MIALON_43_2;Josiane MIALON;43;2;F;MIALON;Josiane;59;PS;3;Non;Non;Oui;8.15;43.4725490282;7;3647;4.59;7.96;-0.0142057513983;3529.636744544945;3530
Aurore ARNAUD_43_2;Aurore ARNAUD;43;2;F;ARNAUD;Aurore;43;FN;3;Non;Non;Non;8.15;43.4725490282;7;9262;11.66;20.21;-0.12678584317;6917.01844042971;6917
Pierre ETEOCLE_43_2;Pierre ETEOCLE;43;2;M;ETEOCLE;Pierre;47;EM-MODEM;4;Non;Non;Non;8.15;43.4725490282;7;12550;15.8;27.39;0.092173715401;16436.208422020187;16436
Michelle CHAUMET_43_2;Michelle CHAUMET;43;2;F;CHAUMET;Michelle;61;EXG;3;Non;Non;Non;8.15;43.4725490282;7;930;1.17;2.03;-0.0106442363869;907.4834473305558;907
Aymeric SEASSAU_44_1;Aymeric SEASSAU;44;1;M;SEASSAU;Aymeric;39;EXG;4;Non;Non;Non;8.25;39.7419749576;5;1556;2.08;3.42;0.0663213060994;1863.4454008983676;1863
Guylène FRIARD_44_1;Guylène FRIARD;44;1;F;FRIARD;Guylène;59;FN;8;Non;Non;Non;8.25;39.7419749576;5;3609;4.82;7.94;-0.173112116729;2422.561245161968;2423
Sylvie CLABECQ_44_1;Sylvie CLABECQ;44;1;F;CLABECQ;Sylvie;59;FG-FI;3;Non;Non;Non;8.25;39.7419749576;5;9501;12.69;20.89;-0.215490746697;5784.66977013397;5785
François DE RUGY_44_1;François DE RUGY;44;1;M;DE RUGY;François;43;EM-MODEM;3;Oui;Oui;Non;8.25;39.7419749576;5;18081;24.15;39.75;0.131710106645;28001.522887421313;28002
Hippolyte LE ROUTIER_44_1;Hippolyte LE ROUTIER;44;1;M;LE ROUTIER;Hippolyte;44;LR-UMP;3;Non;Non;Non;8.25;39.7419749576;5;764;1.02;1.68;-0.0604672221706;664.700700417493;665
Julien BAINVEL_44_1;Julien BAINVEL;44;1;M;BAINVEL;Julien;37;LR-UMP;4;Non;Non;Oui;8.25;39.7419749576;5;9366;12.51;20.59;-0.0826418761596;7743.0538082653975;7743
Jean DE MASCUREAU_44_2;Jean DE MASCUREAU;44;2;M;DE MASCUREAU;Jean;62;LR-UMP;2;Non;Non;Non;8.25;39.7419749576;5;683;0.8;1.27;-0.0814806078849;566.1611904768655;566
Alain ROBERT_44_2;Alain ROBERT;44;2;M;ROBERT;Alain;56;PS;3;Non;Non;Oui;8.25;39.7419749576;5;6426;7.49;11.95;0.00683201656772;6529.530192229452;6530
Carole MALARD_44_2;Carole MALARD;44;2;F;MALARD;Carole;42;FG-FI;5;Non;Non;Non;8.25;39.7419749576;5;12277;14.31;22.83;-0.20501556946;7657.318055394847;7657
Agnès CHRISSEMENT_44_2;Agnès CHRISSEMENT;44;2;F;CHRISSEMENT;Agnès;36;FN;8;Non;Non;Non;8.25;39.7419749576;5;3505;4.09;6.52;-0.137868796465;2551.6389672395144;2552
Valérie OPPELT_44_2;Valérie OPPELT;44;2;F;OPPELT;Valérie;43;EM-MODEM;2;Non;Non;Non;8.25;39.7419749576;5;17834;20.79;33.16;-0.00665847951339;17562.659555144837;17563
Pascale CHIRON_44_2;Pascale CHIRON;44;2;F;CHIRON;Pascale;43;EELV;3;Non;Non;Non;8.25;39.7419749576;5;3466;4.04;6.45;-0.022258170037;3292.838177310998;3293
Sébastien PILARD_44_2;Sébastien PILARD;44;2;M;PILARD;Sébastien;38;LR-UMP;2;Non;Non;Oui;8.25;39.7419749576;5;9586;11.17;17.83;-0.107514927849;7483.805584566465;7484
Martine GOURDON_44_3;Martine GOURDON;44;3;F;GOURDON;Martine;58;FG-FI;7;Non;Non;Non;8.25;39.7419749576;5;11873;12.88;21.17;-0.237162248672;6876.987249592112;6877
Rozenn HAMEL_44_3;Rozenn HAMEL;44;3;F;HAMEL;Rozenn;41;LR-UMP;3;Non;Non;Non;8.25;39.7419749576;5;9037;9.8;16.11;-0.153319191581;6348.996544412915;6349
Eléonore REVEL_44_3;Eléonore REVEL;44;3;F;REVEL;Eléonore;36;FN;3;Non;Non;Non;8.25;39.7419749576;5;6279;6.81;11.2;-0.120619620113;4756.317778516612;4756
Anne-France BRUNET_44_3;Anne-France BRUNET;44;3;F;BRUNET;Anne-France;54;EM-MODEM;3;Non;Non;Non;8.25;39.7419749576;5;17637;19.13;31.45;-0.0132369919046;17107.546258881062;17108
Robin SALECROIX_44_3;Robin SALECROIX;44;3;M;SALECROIX;Robin;26;EXG;5;Non;Non;Non;8.25;39.7419749576;5;1579;1.71;2.82;0.0553866675273;1827.5924205587266;1828
Karine DANIEL_44_3;Karine DANIEL;44;3;F;DANIEL;Karine;42;PS;3;Oui;Oui;Non;8.25;39.7419749576;5;6500;7.05;11.59;0.0382735459395;7159.599675240154;7160
Judith LERAY_44_3;Judith LERAY;44;3;F;LERAY;Judith;52;EELV;5;Non;Non;Non;8.25;39.7419749576;5;2013;2.18;3.59;-0.129177835981;1495.0851880351854;1495
Chantal DURAND_44_3;Chantal DURAND;44;3;F;DURAND;Chantal;69;LR-UMP;7;Non;Non;Non;8.25;39.7419749576;5;1164;1.26;2.08;-0.152468092414;819.3791108341094;819
Aude AMADOU_44_4;Aude AMADOU;44;4;F;AMADOU;Aude;37;EM-MODEM;5;Non;Non;Non;8.25;39.7419749576;5;17866;20.09;37.46;-0.0476106057148;16010.936088577184;16011
Elodie CALONNE_44_4;Elodie CALONNE;44;4;F;CALONNE;Elodie;31;LR-UMP;8;Non;Non;Non;8.25;39.7419749576;5;1205;1.36;2.53;-0.151575389666;849.9857742901362;850
Mireille PERNOT_44_4;Mireille PERNOT;44;4;F;PERNOT;Mireille;58;EXG;3;Non;Non;Non;8.25;39.7419749576;5;1538;1.73;3.22;0.0657061152376;1838.2584472454876;1838
