Circo;Inscrits;%_Exp/Ins;Couleur;Nom;Voix;%_Voix/Ins;%_Voix/Exp,qualifie
27_3;84403;50.38;UDI;Pierre BIBET;6879;8.15;16.18;non
27_3;84403;50.38;FI;Gwenhaël LAVERGNE;5173;6.13;12.16;non
27_3;84403;50.38;DVD;Isabelle DUONG;3616;4.28;8.5;non
27_3;84403;50.38;SOC;Marie-Claire HAKI;2262;2.68;5.32;non
27_3;84403;50.38;ECO;Christine RÉGENTÊTE;1257;1.49;2.96;non
27_3;84403;50.38;EXG;Claudette BALLEYDIER;475;0.56;1.12;non
27_3;84403;50.38;ECO;Mathieu NORMAND;428;0.51;1.01;non
27_3;84403;50.38;DIV;Béatrice PALACIOS;242;0.29;0.57;non
27_3;84403;50.38;DVG;Christine AMANIEU;195;0.23;0.46;non
27_5;88480;47.36;REM;Claire O'PETIT;11965;13.52;28.56;oui
27_5;88480;47.36;FN;Vincent TAILLIEU;9039;10.22;21.57;oui
27_5;88480;47.36;LR;Alexandre RASSAËRT;8289;9.37;19.78;non
27_5;88480;47.36;FI;Pierre ZIMMERMANN;4414;4.99;10.53;non
27_5;88480;47.36;SOC;Martine SEGUELA;3197;3.61;7.63;non
27_5;88480;47.36;ECO;Joëlle FONTAINE;882;1.0;2.1;non
27_5;88480;47.36;DLF;Michael BARTON;853;0.96;2.04;non
27_5;88480;47.36;COM;Liliane BERNINI;709;0.8;1.69;non
27_5;88480;47.36;DIV;Joëlle GRAEBLING;511;0.58;1.22;non
27_5;88480;47.36;EXD;Carl LANG;455;0.51;1.09;non
27_5;88480;47.36;DIV;Karine VENTURA;417;0.47;1.0;non
27_5;88480;47.36;EXG;Anne-Marie COLIN;404;0.46;0.96;non
27_5;88480;47.36;DIV;Patrick DELATTRE;321;0.36;0.77;non
27_5;88480;47.36;DVD;Amor LOUHICHI;294;0.33;0.7;non
27_5;88480;47.36;DVD;Dominique DOS SANTOS;151;0.17;0.36;non
25_1;75269;48.5;REM;Fannette CHARVIER;10902;14.48;29.87;oui
25_1;75269;48.5;SOC;Barbara ROMAGNAN;5854;7.78;16.04;oui
25_1;75269;48.5;LR;Françoise BRANGET;5170;6.87;14.16;non
25_1;75269;48.5;FN;Anna ROMANO;4564;6.06;12.5;non
25_1;75269;48.5;FI;Habiba DELACOUR;4238;5.63;11.61;non
25_1;75269;48.5;DIV;Laurent CROIZIER;1964;2.61;5.38;non
25_1;75269;48.5;DVD;Pascal ROUTHIER;1940;2.58;5.31;non
25_1;75269;48.5;ECO;Claudine FRANÇOIS-WILSER;546;0.73;1.5;non
25_1;75269;48.5;ECO;Alain ROBERT;399;0.53;1.09;non
25_1;75269;48.5;DIV;Kevin MEILLET;363;0.48;0.99;non
25_1;75269;48.5;EXG;Nicole FRIESS;301;0.4;0.82;non
25_1;75269;48.5;DIV;Emmanuel GUERRIN;262;0.35;0.72;non
29_2;77724;50.72;REM;Jean-Charles LARSONNEUR;15764;20.28;39.99;oui
29_2;77724;50.72;FI;Pierre-Yves CADALEN;5954;7.66;15.1;oui
29_2;77724;50.72;SOC;Patricia ADAM;5559;7.15;14.1;non
29_2;77724;50.72;LR;Véronique BOURBIGOT;4612;5.93;11.7;non
29_2;77724;50.72;FN;Karine LÉAL;2865;3.69;7.27;non
29_2;77724;50.72;ECO;Nathalie CHALINE;1203;1.55;3.05;non
29_2;77724;50.72;COM;Eric GUELLEC;624;0.8;1.58;non
29_2;77724;50.72;DVD;Christophe MONNIER;596;0.77;1.51;non
29_2;77724;50.72;REG;Colette KERRAIN;419;0.54;1.06;non
29_2;77724;50.72;DIV;Jean-François LABIAU;365;0.47;0.93;non
29_2;77724;50.72;REG;Patrick MERDY;298;0.38;0.76;non
29_2;77724;50.72;DVG;Barthélémy GONELLA;291;0.37;0.74;non
29_2;77724;50.72;DIV;Gaëtan SEGALEN;278;0.36;0.71;non
29_2;77724;50.72;EXG;André CHERBLANC;264;0.34;0.67;non
29_2;77724;50.72;DIV;Gilles LE ROUX;175;0.23;0.44;non
29_2;77724;50.72;EXG;Roger CALVEZ;155;0.2;0.39;non
29_3;89322;53.63;REM;Didier LE GAC;21085;23.61;44.01;oui
29_3;89322;53.63;DVG;Jean-Luc BLEUNVEN;7282;8.15;15.2;oui
29_3;89322;53.63;FI;Christine PANAGET;5786;6.48;12.08;non
29_3;89322;53.63;LR;Marie-Catherine MOUCHOT;4807;5.38;10.03;non
29_3;89322;53.63;FN;Guy LEAL;3275;3.67;6.84;non
29_3;89322;53.63;DVG;Patrick APPERE;1517;1.7;3.17;non
29_3;89322;53.63;DLF;Yves GUEGUEN;1043;1.17;2.18;non
29_3;89322;53.63;REG;Loïc DUPRAT;761;0.85;1.59;non
29_3;89322;53.63;DVD;Marie-Laure DE PARCEVAUX;742;0.83;1.55;non
29_3;89322;53.63;COM;Jean-Paul CAM;470;0.53;0.98;non
29_3;89322;53.63;DIV;Marie-Louise THOMAS;314;0.35;0.66;non
29_3;89322;53.63;EXG;Fabrice MERLIN;304;0.34;0.63;non
29_3;89322;53.63;DIV;Fabrice ALMERAS;262;0.29;0.55;non
29_3;89322;53.63;DIV;Romain MORIN;258;0.29;0.54;non
29_4;82156;56.91;REM;Sandrine LE FEUR;14143;17.21;30.25;oui
29_4;82156;56.91;LR;Maël DE CALAN;13332;16.23;28.52;oui
29_4;82156;56.91;FI;Julien KERGUILLEC;5970;7.27;12.77;non
29_4;82156;56.91;SOC;Gwenegan BUI;5727;6.97;12.25;non
29_4;82156;56.91;FN;Edith ROUSSEL;2329;2.83;4.98;non
29_4;82156;56.91;ECO;Christine PRIGENT;1649;2.01;3.53;non
29_4;82156;56.91;COM;Ismaël DUPONT;1254;1.53;2.68;non
29_4;82156;56.91;REG;Corinne NICOLE;760;0.93;1.63;non
29_4;82156;56.91;DLF;Florian LE SAUX;569;0.69;1.22;non
29_4;82156;56.91;EXG;Patricia BLOSSE;294;0.36;0.63;non
29_4;82156;56.91;REG;Serge BOUGOT;273;0.33;0.58;non
29_4;82156;56.91;DIV;Anne CHORLAY;231;0.28;0.49;non
29_4;82156;56.91;DIV;Virginie GRALL;218;0.27;0.47;non
29_4;82156;56.91;DVD;Jean-Paul Yves LE GOFF;4;0.0;0.01;non
29_4;82156;56.91;DVD;Virginie LURET;1;0.0;0.0;non
28_1;89142;50.1;REM;Guillaume KASBARIAN;16577;18.6;37.12;oui
28_1;89142;50.1;LR;Franck MASSELUS;9892;11.1;22.15;oui
28_1;89142;50.1;FN;Sylvie ROUXEL;5688;6.38;12.74;non
28_1;89142;50.1;FI;Julien MORAINNES;4608;5.17;10.32;non
28_1;89142;50.1;SOC;Stéphane CORDIER;2921;3.28;6.54;non
28_1;89142;50.1;DVD;Michel TEILLEUX;1258;1.41;2.82;non
28_1;89142;50.1;COM;Hugues VILLEMADE;896;1.01;2.01;non
28_1;89142;50.1;DLF;Régine LEMOINE;843;0.95;1.89;non
28_1;89142;50.1;ECO;Pierre MAZAHERI;794;0.89;1.78;non
28_1;89142;50.1;EXG;Marie-José AUBERT;352;0.39;0.79;non
28_1;89142;50.1;DIV;Clément DUMONS;336;0.38;0.75;non
28_1;89142;50.1;EXD;Stéphanie GAIDOU;263;0.3;0.59;non
28_1;89142;50.1;DIV;Noé COMMON;145;0.16;0.32;non
28_1;89142;50.1;DVD;Thibaut BRIERE-SAUNIER;83;0.09;0.19;non
28_1;89142;50.1;DVD;Valérie CAILLOL;0;0.0;0.0;non
29_6;89274;56.88;REM;Richard FERRAND;17230;19.3;33.93;oui
29_6;89274;56.88;LR;Gaëlle NICOLAS;9193;10.3;18.1;oui
29_6;89274;56.88;REG;Christian TROADEC;7047;7.89;13.88;non
29_6;89274;56.88;FI;Jean-Michel LUCAS;5855;6.56;11.53;non
29_6;89274;56.88;ECO;Nathanaël LEGEARD;4360;4.88;8.59;non
29_6;89274;56.88;FN;Patrick LE FUR;3523;3.95;6.94;non
29_6;89274;56.88;DIV;Lionel CHABROL;773;0.87;1.52;non
29_6;89274;56.88;COM;Maxime PAUL;711;0.8;1.4;non
29_6;89274;56.88;DLF;Sophie ROSSIGNEUX;584;0.65;1.15;non
29_6;89274;56.88;DIV;Bernard FEHRINGER;405;0.45;0.8;non
29_6;89274;56.88;DVG;Robert BÉRA;307;0.34;0.6;non
29_6;89274;56.88;EXG;Élisabeth PIRO;292;0.33;0.58;non
29_6;89274;56.88;DIV;Catherine CARPENTIER;264;0.3;0.52;non
29_6;89274;56.88;EXD;Jean QUEINNEC;233;0.26;0.46;non
29_5;94494;55.09;REM;Graziella MELCHIOR;18624;19.71;35.78;oui
29_5;94494;55.09;DVD;Patrick LECLERC;11207;11.86;21.53;oui
29_5;94494;55.09;SOC;Chantal GUITTET;7795;8.25;14.97;non
29_5;94494;55.09;FI;Pascale MARCHAND;5382;5.7;10.34;non
29_5;94494;55.09;FN;Renée THOMAÏDIS;3464;3.67;6.65;non
29_5;94494;55.09;ECO;Rosalie SALAÜN;1777;1.88;3.41;non
29_5;94494;55.09;REG;Marcel BERROU;1474;1.56;2.83;non
29_5;94494;55.09;DLF;Jean-Paul BARRÉ;671;0.71;1.29;non
29_5;94494;55.09;COM;Pierre-Yves LIZIAR;583;0.62;1.12;non
29_5;94494;55.09;REG;Maxime BERNAS;357;0.38;0.69;non
29_5;94494;55.09;DVG;Odile CROGUENNOC;267;0.28;0.51;non
29_5;94494;55.09;EXG;Françoise CHAUVEAU;253;0.27;0.49;non
29_5;94494;55.09;DIV;Dorian FLOCH;203;0.21;0.39;non
29_7;80383;55.2;REM;Liliane TANGUY;16894;21.02;38.08;oui
29_7;80383;55.2;LR;Didier GUILLON;7536;9.38;16.98;oui
29_7;80383;55.2;FI;Roland JAOUEN;6491;8.08;14.63;non
29_7;80383;55.2;SOC;Florence CROM;4043;5.03;9.11;non
29_7;80383;55.2;FN;Agnès BELBÉOC'H;2963;3.69;6.68;non
29_7;80383;55.2;UDI;Christophe ROUMIER;1977;2.46;4.46;non
29_7;80383;55.2;ECO;Jean CATHALA;1870;2.33;4.21;non
29_7;80383;55.2;REG;Monique LE BERRE;1221;1.52;2.75;non
29_7;80383;55.2;EXG;Alice ROUDAUT;445;0.55;1.0;non
29_7;80383;55.2;REG;Bernard LE GUEN;347;0.43;0.78;non
29_7;80383;55.2;DVG;Sylvie JONCOUR;306;0.38;0.69;non
29_7;80383;55.2;DIV;Bruno GROGNET;276;0.34;0.62;non
29_8;87205;53.04;REM;Erwan BALANANT;15458;17.73;33.42;oui
29_8;87205;53.04;SOC;Michael QUERNEZ;8417;9.65;18.2;oui
29_8;87205;53.04;FI;Emmanuel MAGNAN;6001;6.88;12.97;non
29_8;87205;53.04;LR;Laëtitia BOIDIN;4564;5.23;9.87;non
29_8;87205;53.04;FN;Mikaël CARÉO;4481;5.14;9.69;non
29_8;87205;53.04;ECO;Marie-Andrée JÉRÔME-CLOVIS;1842;2.11;3.98;non
29_8;87205;53.04;COM;Jacques RANNOU;1417;1.62;3.06;non
29_8;87205;53.04;DVD;Atto DOSSENA;1072;1.23;2.32;non
29_8;87205;53.04;REG;Yann PELLIET;1063;1.22;2.3;non
29_8;87205;53.04;DLF;Joseph PICHON;600;0.69;1.3;non
29_8;87205;53.04;REG;Denis MADELAINE-NICOT;391;0.45;0.85;non
29_8;87205;53.04;EXG;Anne MOREL;371;0.43;0.8;non
29_8;87205;53.04;DIV;Catherine MERCIER;341;0.39;0.74;non
29_8;87205;53.04;DVG;Didier TROUDE;233;0.27;0.5;non
30_1;86943;42.68;REM;Françoise DUMAS;10549;12.13;28.43;oui
30_1;86943;42.68;FN;Yoann GILLET;10423;11.99;28.09;oui
30_1;86943;42.68;UDI;Thierry PROCIDA;5462;6.28;14.72;non
30_1;86943;42.68;FI;Yannick BATTEFORT;3688;4.24;9.94;non
30_1;86943;42.68;COM;Sylvette FAYET;2050;2.36;5.52;non
30_1;86943;42.68;DVG;Hacen BOUKHELIFA;1184;1.36;3.19;non
30_1;86943;42.68;ECO;Dominique ANDRIEU BONNET;1135;1.31;3.06;non
30_1;86943;42.68;DIV;Jean-Paul BORÉ;760;0.87;2.05;non
30_1;86943;42.68;DLF;Pascaline FOSTYK;647;0.74;1.74;non
30_1;86943;42.68;ECO;Lysiane COILLET-MATILLON;475;0.55;1.28;non
30_1;86943;42.68;EXG;Isabelle LECLERC;226;0.26;0.61;non
30_1;86943;42.68;DIV;Tristan SEGUIN;189;0.22;0.51;non
30_1;86943;42.68;ECO;Nasser MOHAMEDI;178;0.2;0.48;non
30_1;86943;42.68;DIV;Deniz OZDEMIR;79;0.09;0.21;non
30_1;86943;42.68;DIV;Michel FLAISLER;65;0.07;0.18;non
29_1;88861;55.91;REM;Annaïg LE MEUR;18980;21.36;38.21;oui
29_1;88861;55.91;SOC;Jean-Jacques URVOAS;9822;11.05;19.77;oui
29_1;88861;55.91;UDI;Claire LEVRY GERARD;5896;6.64;11.87;non
29_1;88861;55.91;FI;Jugdeep HARVINDER;4946;5.57;9.96;non
29_1;88861;55.91;FN;Christel HÉNAFF;3057;3.44;6.15;non
29_1;88861;55.91;ECO;Jean-Pierre BIGORGNE;2325;2.62;4.68;non
29_1;88861;55.91;DVD;Christian ROSE;1091;1.23;2.2;non
29_1;88861;55.91;REG;Yves BRUN;1007;1.13;2.03;non
29_1;88861;55.91;COM;Yvonne RAINERO;590;0.66;1.19;non
29_1;88861;55.91;DLF;Jeannine LE DU;550;0.62;1.11;non
29_1;88861;55.91;EXD;Alain ROUSSEAU;417;0.47;0.84;non
29_1;88861;55.91;DVG;Uisant CREQUER;407;0.46;0.82;non
29_1;88861;55.91;DIV;Marie-Françoise MAO;298;0.34;0.6;non
29_1;88861;55.91;EXG;Serge HARDY;293;0.33;0.59;non
30_3;93533;46.74;REM;Anthony CELLIER;14832;15.86;33.93;oui
30_3;93533;46.74;FN;Monique TEZENAS DU MONTCEL;10001;10.69;22.88;oui
30_3;93533;46.74;LR;Muriel DHERBECOURT;5315;5.68;12.16;non
30_3;93533;46.74;FI;Geneviève SABATHÉ;5084;5.44;11.63;non
30_3;93533;46.74;DVG;Alexandre PISSAS;2935;3.14;6.71;non
30_3;93533;46.74;ECO;Marie-Pierre MERCIER;1601;1.71;3.66;non
30_3;93533;46.74;DVD;Patricia GARNERO;1313;1.4;3.0;non
30_3;93533;46.74;COM;Léa COMUSHIAN;833;0.89;1.91;non
30_3;93533;46.74;DLF;Jean ISNARD;513;0.55;1.17;non
30_3;93533;46.74;ECO;Marc VIOT;467;0.5;1.07;non
30_3;93533;46.74;DIV;Thierry BARNABÉ;355;0.38;0.81;non
30_3;93533;46.74;EXG;Jean EGEA;281;0.3;0.64;non
30_3;93533;46.74;DVG;Frédérique LOUVARD-HILAIRE;186;0.2;0.43;non
24_2;82447;51.85;REM;Michel DELPON;14844;18.0;34.73;oui
24_2;82447;51.85;FN;Robert DUBOIS;6816;8.27;15.95;oui
24_2;82447;51.85;LR;Gaëlle BLANC LAJONIE;5922;7.18;13.85;non
24_2;82447;51.85;ECO;Brigitte ALLAIN;5105;6.19;11.94;non
24_2;82447;51.85;FI;Chrystel BOUTILLIER;4702;5.7;11.0;non
24_2;82447;51.85;COM;Armand ZACCARON;3142;3.81;7.35;non
24_2;82447;51.85;ECO;Magali JIMENEZ;829;1.01;1.94;non
24_2;82447;51.85;DLF;Robert RICHARD;715;0.87;1.67;non
24_2;82447;51.85;DIV;Eric MERCIER;363;0.44;0.85;non
24_2;82447;51.85;EXG;Sandrine RUCHOT;278;0.34;0.65;non
24_2;82447;51.85;EXD;Éric VILLEMAGNE;29;0.04;0.07;non
30_6;81155;45.57;REM;Philippe BERTA;12397;15.28;33.52;oui
30_6;81155;45.57;FN;Laurence GARDET;8040;9.91;21.74;oui
30_6;81155;45.57;FI;Karine VOINCHET;4910;6.05;13.28;non
30_6;81155;45.57;LR;Richard FLANDIN;4890;6.03;13.22;non
30_6;81155;45.57;ECO;Christophe CAVARD;2990;3.68;8.08;non
30_6;81155;45.57;COM;Philippe GASSER;1275;1.57;3.45;non
30_6;81155;45.57;ECO;Sibylle JANNEKEYN;823;1.01;2.23;non
30_6;81155;45.57;DLF;Jacques ARMANDO;666;0.82;1.8;non
30_6;81155;45.57;DVD;Jérémy DELAPIERRE;291;0.36;0.79;non
30_6;81155;45.57;ECO;Jean-Paul ELISSEIEFF;260;0.32;0.7;non
30_6;81155;45.57;DIV;Laurent CHARPY;259;0.32;0.7;non
30_6;81155;45.57;EXG;Aïcha TERBÈCHE;179;0.22;0.48;non
30_6;81155;45.57;DVG;Jean-Claude BOUSSOUF;4;0.0;0.01;non
