code du département;numéro département;libellé du département;code circonscription;link2;libellé circonscription;sexe;nom candidat;prénom candidat;age_candidat;nuance_politique;csp;personnalité_bool;candidat_sortant;parti_predecesseur2007;chomage_moyen_2012;age_moy_2012;region_uda_8_wcorse;voixmodele1;%_voix/ins;%_voix/exp;predictiont1;modele2voix;modele2rounded;voixt1;convergence_modele2;convergence_modele2_cut;convergence_modele_2_tag;passe_t2_2017;tweet_tag_count;tweet_tag_avg;tweet_nuance_count;tweet_nuance_avg;voixt2Modele1;prediction;voixT2_modele2
77;77;Seine-et-Marne;8;Chantal BRUNEL_77_8;8ème circonscription;F;BRUNEL;Chantal;68;LR-UMP;7;Non;Non;Oui;7.95;37.6562067292;1;10704;12.01;20.01;-0.150183755672;7574.64606617;7575;5729;0.628944723618;0.628944723618;améliore;oui;;;15078;0.0310684164536;15295;-0.0135207537296;14826
77;77;Seine-et-Marne;8;Jean-Michel FAUVERGUE_77_8;8ème circonscription;M;FAUVERGUE;Jean-Michel;60;EM-MODEM;3;Non;Non;Non;7.95;37.6562067292;1;16205;18.18;30.3;0.0336080976233;17622.9135002;17623;16632;3.32084309133;1.715;surestime;oui;;;41745;0.0440392981251;20467;0.0280181336669;21928
77;77;Seine-et-Marne;9;Michèle PEYRON_77_9;9ème circonscription;F;PEYRON;Michèle;55;EM-MODEM;3;Non;Non;Non;7.95;37.6562067292;1;13679;15.96;27.13;0.0423240837569;15238.8760123;15239;13370;-5.04854368932;-1.042;degrade;oui;;;41745;0.0440392981251;17279;0.0130572308119;17823
77;77;Seine-et-Marne;9;Guy GEOFFROY_77_9;9ème circonscription;M;GEOFFROY;Guy;68;LR-UMP;7;Oui;Oui;Oui;7.95;37.6562067292;1;10177;11.87;20.19;-0.0753805904277;8555.37763498;8555;7268;0.557579924373;0.557579924373;améliore;oui;;;15078;0.0310684164536;15753;-0.0158241397946;15189
77;77;Seine-et-Marne;10;Stéphanie DO_77_10;10ème circonscription;F;DO;Stéphanie;37;EM-MODEM;3;Non;Non;Non;7.95;37.6562067292;1;13297;16.68;28.98;0.0403643593781;14731.8610634;14732;12796;-2.86427145709;-1.042;degrade;oui;;;41745;0.0440392981251;20017;-0.0253324129458;18883
77;77;Seine-et-Marne;10;Maxime LAISNEY_77_10;10ème circonscription;M;LAISNEY;Maxime;36;FG-FI;3;Non;Non;Non;7.95;37.6562067292;1;9591;12.03;20.91;-0.0597034933254;8359.11687885;8359;5043;0.270888302551;0.270888302551;améliore;oui;;;71423;0.0576651973747;14623;-0.0354296164975;13477
77;77;Seine-et-Marne;11;Daniel ALLIOUX_77_11;11ème circonscription;M;ALLIOUX;Daniel;60;FG-FI;7;Non;Non;Non;7.95;37.6562067292;1;9081;14.02;24.01;-0.0738280068004;7661.3564537;7661;3818;0.269808094243;0.269808094243;améliore;non;;;71423;0.0576651973747;12804;-0.024346033836;12106
77;77;Seine-et-Marne;11;Amandine RUBINELLI_77_11;11ème circonscription;F;RUBINELLI;Amandine;30;EM-MODEM;5;Non;Non;Non;7.95;37.6562067292;1;10210;15.76;27.0;-0.00597139910579;10070.5767343;10071;8078;0.0651969981238;0.0651969981238;améliore;oui;;;41745;0.0440392981251;15198;-0.0511287259962;13510
78;78;Yvelines;1;Didier BAICHÈRE_78_1;1ère circonscription;M;BAICHÈRE;Didier;46;EM-MODEM;3;Non;Non;Non;7.4;38.9517791651;1;17546;21.05;33.22;0.0333003162149;19065.3786681;19065;19630;0.728886756238;0.728886756238;améliore;oui;;;41745;0.0440392981251;21665;0.0546535867258;25020
78;78;Yvelines;1;François-Xavier BELLAMY_78_1;1ère circonscription;M;BELLAMY;François-Xavier;31;LR-UMP;4;Non;Non;Oui;7.4;38.9517791651;1;15943;19.12;30.18;-0.0935064383701;12854.7491965;12855;12801;0.982813494589;0.982813494589;améliore;oui;12;-0.148333333333;15078;0.0310684164536;18668;-0.0194746554305;17849
78;78;Yvelines;2;Jean-Noël BARROT_78_2;2ème circonscription;M;BARROT;Jean-Noël;34;EM-MODEM;3;Non;Non;Non;7.4;38.9517791651;1;20751;24.32;38.19;0.0431396901833;23170.8164657;23171;21581;2.9156626506;1.715;surestime;oui;49;0.0136479591837;41745;0.0440392981251;23301;0.0590660303288;27275
78;78;Yvelines;3;Philippe BRILLAULT_78_3;3ème circonscription;M;BRILLAULT;Philippe;65;LR-UMP;3;Non;Non;Oui;7.4;38.9517791651;1;16352;19.59;31.93;-0.0636228895709;14123.6838923;14124;11627;0.471534391534;0.471534391534;améliore;oui;;;15078;0.0310684164536;19123;-0.00568852032149;18874
78;78;Yvelines;3;Béatrice PIRON_78_3;3ème circonscription;F;PIRON;Béatrice;51;EM-MODEM;2;Non;Non;Non;7.4;38.9517791651;1;17463;20.92;34.1;0.0432833672964;19507.3561196;19507;21612;0.492648831044;0.492648831044;améliore;oui;;;41745;0.0440392981251;21221;0.0577709816275;24741
78;78;Yvelines;4;Marie LEBEC_78_4;4ème circonscription;F;LEBEC;Marie;26;EM-MODEM;3;Non;Non;Non;7.4;38.9517791651;1;17831;22.75;35.69;0.0418886443955;19839.9298908;19840;20980;0.63798031121;0.63798031121;améliore;oui;;;41745;0.0440392981251;21565;0.0549089377818;24924
78;78;Yvelines;4;Ghislain FOURNIER_78_4;4ème circonscription;M;FOURNIER;Ghislain;53;LR-UMP;3;Non;Non;Oui;7.4;38.9517791651;1;14292;18.23;28.6;-0.0873130781246;11689.0691923;11689;9803;0.579861884607;0.579861884607;améliore;oui;;;15078;0.0310684164536;16975;-0.00669616182924;16715
78;78;Yvelines;5;Jacques MYARD_78_5;5ème circonscription;M;MYARD;Jacques;69;LR-UMP;3;Oui;Oui;Oui;7.4;38.9517791651;1;11495;15.6;26.85;-0.0687028475036;9813.09782121;9813;10611;1.90271493213;1.715;ameliore/surestime;oui;;;15078;0.0310684164536;13315;-1.09428441151E-4;13312
78;78;Yvelines;5;Yaël BRAUN-PIVET_78_5;5ème circonscription;F;BRAUN-PIVET;Yaël;46;EM-MODEM;4;Non;Non;Non;7.4;38.9517791651;1;16801;22.8;39.25;0.0411761089919;18656.4094573;18656;18299;1.23831775701;1.23831775701;ameliore/surestime;oui;;;41745;0.0440392981251;18378;0.0509128784608;20989
78;78;Yvelines;6;Natalia POUZYREFF_78_6;6ème circonscription;F;POUZYREFF;Natalia;56;EM-MODEM;4;Non;Non;Non;7.4;38.9517791651;1;16617;21.93;37.29;0.027863667705;17796.200281;17796;18396;0.662731871838;0.662731871838;améliore;oui;;;41745;0.0440392981251;17103;0.0522821477563;19612
78;78;Yvelines;6;Pierre MORANGE_78_6;6ème circonscription;M;MORANGE;Pierre;60;LR-UMP;3;Oui;Oui;Oui;7.4;38.9517791651;1;11730;15.48;26.32;-0.0206733475562;11184.7083641;11185;10155;0.346031746032;0.346031746032;améliore;oui;;;15078;0.0310684164536;14356;-8.68299071182E-4;14327
78;78;Yvelines;7;Paul DEBOUTIN_78_7;7ème circonscription;M;DEBOUTIN;Paul;23;FG-FI;4;Non;Non;Non;7.4;38.9517791651;1;8886;11.03;22.85;-0.192006832896;5710.83320498;5711;4621;0.744431418523;0.744431418523;améliore;non;;;71423;0.0576651973747;11922;-0.0329442606299;11051
78;78;Yvelines;7;Michèle DE VAUCOULEURS_78_7;7ème circonscription;F;DE VAUCOULEURS;Michèle;53;EM-MODEM;3;Non;Non;Non;7.4;38.9517791651;1;16444;20.42;42.28;0.0359341438841;17996.3841352;17996;15924;-2.98461538462;-1.042;degrade;oui;;;41745;0.0440392981251;18017;0.0366015444608;19754
78;78;Yvelines;8;Romain CARBONNE_78_8;8ème circonscription;M;CARBONNE;Romain;33;FG-FI;3;Non;Non;Non;7.4;38.9517791651;1;8800;11.93;21.36;-0.133012715161;6478.43278131;6478;3997;0.483447845097;0.483447845097;améliore;non;;;71423;0.0576651973747;13102;-0.0251149436472;12366
78;78;Yvelines;8;Khadija MOUDNIB_78_8;8ème circonscription;F;MOUDNIB;Khadija;40;EM-MODEM;3;Non;Non;Non;7.4;38.9517791651;1;10105;13.7;24.53;0.042150944992;11251.8095319;11252;7744;-0.485811096993;-0.485811096993;degrade;oui;;;41745;0.0440392981251;15886;-0.020967821124;15137
78;78;Yvelines;9;Bruno MILLIENNE_78_9;9ème circonscription;M;MILLIENNE;Bruno;57;EM-MODEM;3;Non;Non;Non;7.4;38.9517791651;1;14507;15.96;26.49;0.0148678049622;15030.4680243;15030;16048;0.339390006489;0.339390006489;améliore;oui;;;41745;0.0440392981251;18349;0.0366368660457;20120
78;78;Yvelines;9;Jean-Marie TETART_78_9;9ème circonscription;M;TETART;Jean-Marie;67;LR-UMP;7;Oui;Oui;Oui;7.4;38.9517791651;1;12358;13.6;22.57;-0.0656673367922;10623.8236761;10624;8634;0.465628356606;0.465628356606;améliore;oui;;;15078;0.0310684164536;18080;0.00593964472444;18332
78;78;Yvelines;10;François LE HOT_78_10;10ème circonscription;M;LE HOT;François;48;FN;3;Non;Non;Non;7.4;38.9517791651;1;12460;14.04;22.71;-0.0766811643539;10443.2789353;10443;3902;0.235685907922;0.235685907922;améliore;non;;;60621;0.040893260993;13529;0.0200014767557;14198
78;78;Yvelines;10;Aurore BERGÉ_78_10;10ème circonscription;F;BERGÉ;Aurore;30;EM-MODEM;3;Non;Non;Non;7.4;38.9517791651;1;26250;29.57;47.85;0.0418886443955;29207.456656;29207;23009;-0.912372724468;-0.912372724468;degrade;oui;;;41745;0.0440392981251;34783;0.055940628221;40327
78;78;Yvelines;11;Nadia HAÏ_78_11;11ème circonscription;F;HAÏ;Nadia;37;EM-MODEM;3;Non;Non;Non;7.4;38.9517791651;1;11894;17.43;29.98;0.0418232227918;13231.5955601;13232;10858;-1.29150579151;-1.042;degrade;oui;;;41745;0.0440392981251;18197;-0.0234165297137;17242
78;78;Yvelines;11;Mathurin LÉVIS_78_11;11ème circonscription;M;LÉVIS;Mathurin;26;FG-FI;3;Non;Non;Non;7.4;38.9517791651;1;7146;10.47;18.01;-0.160505574278;4938.07222373;4938;2847;0.513607815771;0.513607815771;améliore;non;;;71423;0.0576651973747;12095;-0.0251149436472;11415
78;78;Yvelines;12;David DOUILLET_78_12;12ème circonscription;M;DOUILLET;David;48;LR-UMP;4;Oui;Oui;Oui;7.4;38.9517791651;1;10672;15.48;25.16;0.00387238582572;10768.4461695;10768;9744;-0.103448275862;-0.103448275862;degrade_un_peu;oui;;;15078;0.0310684164536;13628;-0.00947993318685;13334
78;78;Yvelines;12;Florence GRANJUS_78_12;12ème circonscription;F;GRANJUS;Florence;55;EM-MODEM;3;Non;Non;Non;7.4;38.9517791651;1;13541;19.64;31.93;0.03487004132;14776.3405999;14776;14835;0.954404945904;0.954404945904;améliore;oui;;;41745;0.0440392981251;16832;0.0228717633557;17794
79;79;Deux-Sèvres;1;Guillaume CHICHE_79_1;1ère circonscription;M;CHICHE;Guillaume;31;EM-MODEM;3;Non;Non;Oui;7.85;42.9624798175;5;17315;19.19;37.4;0.0514668482309;19807.009532;19807;18350;2.4077294686;1.715;surestime;oui;;;41745;0.0440392981251;21044;0.0627723357116;24919
79;79;Deux-Sèvres;1;Nathalie SEGUIN_79_1;1ère circonscription;F;SEGUIN;Nathalie;44;FG-FI;3;Non;Non;Non;7.85;42.9624798175;5;10598;11.74;22.89;-0.154029722558;7433.51449504;7434;7164;0.92137449039;0.92137449039;améliore;oui;;;71423;0.0576651973747;16045;-0.00944841047511;15700
79;79;Deux-Sèvres;2;Yannick MAILLOU_79_2;2ème circonscription;M;MAILLOU;Yannick;44;FG-FI;4;Non;Non;Non;7.85;42.9624798175;5;11115;11.41;19.83;-0.0831832790806;9177.53792729;9178;5319;0.334195997239;0.334195997239;améliore;non;;;71423;0.0576651973747;16500;-0.00393325977059;16351
79;79;Deux-Sèvres;2;Christine HEINTZ_79_2;2ème circonscription;F;HEINTZ;Christine;56;EM-MODEM;4;Non;Non;Non;7.85;42.9624798175;5;16193;16.63;28.89;0.00356358329736;16327.5259277;16328;15875;-0.424528301887;-0.424528301887;degrade;oui;;;41745;0.0440392981251;24864;0.042353603867;27702
79;79;Deux-Sèvres;3;Jean-Marie FIEVET_79_3;3ème circonscription;M;FIEVET;Jean-Marie;52;EM-MODEM;4;Non;Non;Non;7.85;42.9624798175;5;14374;16.96;28.6;0.0660940980218;17201.563538;17202;16692;1.22001725626;1.22001725626;ameliore/surestime;oui;;;41745;0.0440392981251;18268;0.041472399606;20302
79;79;Deux-Sèvres;3;Véronique SCHAAF-GAUTHIER_79_3;3ème circonscription;F;SCHAAF-GAUTHIER;Véronique;59;LR-UMP;3;Non;Non;Oui;7.85;42.9624798175;5;10694;12.62;21.28;-0.162368609593;7358.19969754;7358;7928;1.20607375271;1.20607375271;ameliore/surestime;oui;;;15078;0.0310684164536;15960;0.00108773561425;16000
80;80;Somme;1;François RUFFIN_80_1;1ère circonscription;M;RUFFIN;François;41;FG-FI;3;Non;Non;Non;11.75;40.677459132;4;10812;12.83;22.35;-0.046989374889;9703.2375151;9703;9545;0.875295974743;0.875295974743;améliore;oui;;;71423;0.0576651973747;12983;0.0132926765397;13399
80;80;Somme;1;Franck DE LAPERSONNE_80_1;1ère circonscription;M;DE LAPERSONNE;Franck;53;FN;3;Non;Non;Non;11.75;40.677459132;4;12667;15.03;26.19;-0.107509350443;9889.27423098;9889;6255;0.433250155958;0.433250155958;améliore;non;;;60621;0.040893260993;15626;0.043240732756;17453
80;80;Somme;1;Nicolas DUMONT_80_1;1ère circonscription;M;DUMONT;Nicolas;40;EM-MODEM;4;Non;Non;Non;11.75;40.677459132;4;11859;14.07;24.52;0.0389401907413;13086.5977426;13087;13394;0.8;0.8;améliore;oui;;;41745;0.0440392981251;17052;0.0430092675083;19033
80;80;Somme;2;Barbara POMPILI_80_2;2ème circonscription;F;POMPILI;Barbara;41;EM-MODEM;4;Oui;Oui;Oui;11.75;40.677459132;4;13670;18.11;35.57;0.117067590047;19793.9715222;19794;14970;4.71076923077;1.715;surestime;oui;;;41745;0.0440392981251;16450;0.048906911113;18676
80;80;Somme;2;Cédric MAISSE_80_2;2ème circonscription;M;MAISSE;Cédric;45;FG-FI;4;Non;Non;Non;11.75;40.677459132;4;8548;11.32;22.24;-0.0637628875703;7380.76921644;7381;5269;0.355901189387;0.355901189387;améliore;oui;;;71423;0.0576651973747;12620;0.0116893552628;12974
80;80;Somme;3;Patricia CHAGNON_80_3;3ème circonscription;F;CHAGNON;Patricia;53;FN;3;Non;Non;Non;11.75;40.677459132;4;15562;18.56;31.1;-0.0918191580314;12596.3944804;12596;9592;0.496817420436;0.496817420436;améliore;non;;;60621;0.040893260993;19890;0.0561467523564;23075
80;80;Somme;3;Bruno MARIAGE_80_3;3ème circonscription;M;MARIAGE;Bruno;58;EM-MODEM;5;Non;Non;Non;11.75;40.677459132;4;10937;13.05;21.86;-0.0188177174085;10473.2264703;10473;11552;-0.754471544715;-0.754471544715;degrade;oui;;;41745;0.0440392981251;22458;0.0144839489479;23246
80;80;Somme;4;Eric RICHERMOZ_80_4;4ème circonscription;M;RICHERMOZ;Eric;24;FN;4;Non;Non;Non;11.75;40.677459132;4;15527;18.49;29.68;-0.121176346546;11746.5736618;11747;9266;0.603737422137;0.603737422137;améliore;oui;;;60621;0.040893260993;20195;0.0420062062491;22478
80;80;Somme;4;Jean-Claude LECLABART_80_4;4ème circonscription;M;LECLABART;Jean-Claude;62;EM-MODEM;7;Non;Non;Non;11.75;40.677459132;4;12940;15.41;24.73;0.0180385102842;13513.0881654;13513;13977;0.552555448409;0.552555448409;améliore;oui;;;41745;0.0440392981251;24097;0.0370769231215;26455
80;80;Somme;5;Stéphane DEMILLY_80_5;5ème circonscription;M;DEMILLY;Stéphane;53;LR-UMP;3;Oui;Oui;Non;11.75;40.677459132;4;9548;11.72;26.81;0.0229606149586;10096.1319371;10096;21505;0.045830894037;0.045830894037;améliore;elu;;;15078;0.0310684164536;11790;0.083821694055;14979
80;80;Somme;5;Loïc GRIMAUX_80_5;5ème circonscription;M;GRIMAUX;Loïc;31;FN;3;Non;Non;Non;11.75;40.677459132;4;16173;19.86;45.42;-0.0947447714406;13003.067443;13003;8487;0.412438199323;0.412438199323;améliore;non;;;60621;0.040893260993;17218;0.0441993767724;19284
81;81;Tarn;1;Anne-Michèle BIANCHI_81_1;1ère circonscription;F;BIANCHI;Anne-Michèle;57;LR-UMP;4;Non;Non;Non;10.6;43.9457210083;6;15161;18.09;30.36;-0.125913433758;11345.2589785;11345;3604;0.330189495544;0.330189495544;améliore;non;;;15078;0.0310684164536;20234;0.0103152617174;20732
81;81;Tarn;2;Marie-Christine VERDIER-JOUCLAS_81_2;2ème circonscription;F;VERDIER-JOUCLAS;Marie-Christine;52;EM-MODEM;4;Non;Non;Non;10.6;43.9457210083;6;16018;15.11;25.23;-0.00704467470103;15760.2685924;15760;19174;-0.0817490494297;-0.0817490494297;degrade_un_peu;oui;;;41745;0.0440392981251;33776;0.0554293076319;39099
81;81;Tarn;2;Doriane ALBARAO_81_2;2ème circonscription;F;ALBARAO;Doriane;21;FN;8;Non;Non;Oui;10.6;43.9457210083;6;13124;12.38;20.67;-0.124624776526;9850.1182723;9850;9418;0.883432271991;0.883432271991;améliore;oui;;;60621;0.040893260993;18466;0.0276349741363;19765
81;81;Tarn;3;Jean TERLIER_81_3;3ème circonscription;M;TERLIER;Jean;40;EM-MODEM;3;Non;Non;Non;10.6;43.9457210083;6;15178;14.97;24.89;0.0405305446871;16823.6657302;16824;17931;0.59789320741;0.59789320741;améliore;oui;;;41745;0.0440392981251;31709;0.0590098897019;37110
81;81;Tarn;3;Virginie CALLEJON_81_3;3ème circonscription;F;CALLEJON;Virginie;42;FN;5;Non;Non;Non;10.6;43.9457210083;6;13710;13.53;22.48;-0.0999957171307;10890.3474946;10890;8356;0.526709002615;0.526709002615;améliore;non;;;60621;0.040893260993;19416;0.0375559055594;21344
82;82;Tarn-et-Garonne;1;Thierry VIALLON_82_1;1ère circonscription;M;VIALLON;Thierry;40;FN;3;Non;Non;Non;11.45;42.2197700614;6;12385;13.77;22.85;-0.0855361212872;10170.9118332;10171;8113;0.518258426966;0.518258426966;améliore;non;;;60621;0.040893260993;17455;0.0425680314741;19459
82;82;Tarn-et-Garonne;1;Pierre MARDEGAN_82_1;1ère circonscription;M;MARDEGAN;Pierre;59;EM-MODEM;3;Non;Non;Non;11.45;42.2197700614;6;13406;14.9;24.74;0.0425051690859;14942.3976451;14942;13801;3.88860759494;1.715;surestime;oui;;;41745;0.0440392981251;28126;0.0223634730595;29695
82;82;Tarn-et-Garonne;2;Mathieu ALBUGUES_82_2;2ème circonscription;M;ALBUGUES;Mathieu;27;LR-UMP;2;Non;Non;Non;11.45;42.2197700614;6;16260;17.41;38.04;-0.157612919596;11311.1723973;11311;8579;0.644317146205;0.644317146205;améliore;non;;;15078;0.0310684164536;19012;-0.0133141469608;18438
82;82;Tarn-et-Garonne;2;Romain LOPEZ_82_2;2ème circonscription;M;LOPEZ;Romain;28;FN;5;Non;Non;Oui;11.45;42.2197700614;6;15226;16.31;35.62;-0.100177496927;12089.4996921;12089;9857;0.584280126653;0.584280126653;améliore;oui;;;60621;0.040893260993;15726;0.0417172572996;17489
83;83;Var;1;Amaury NAVARRANNE_83_1;1ère circonscription;M;NAVARRANNE;Amaury;32;FN;4;Non;Non;Non;11.1;44.3462602328;8;9864;13.18;23.84;-0.0539369316051;8711.96520047;8712;7310;0.451057165231;0.451057165231;améliore;non;;;60621;0.040893260993;10260;0.0352161292576;11207
83;83;Var;1;Elisabeth CHANTRIEUX_83_1;1ère circonscription;F;CHANTRIEUX;Elisabeth;57;EM-MODEM;2;Non;Non;Non;11.1;44.3462602328;8;9635;12.88;23.29;-0.0441598146406;8703.45933173;8703;10592;-0.973876698015;-0.973876698015;degrade;oui;;;41745;0.0440392981251;12357;0.0132399986472;12752
83;83;Var;1;Geneviève LEVY_83_1;1ère circonscription;F;LEVY;Geneviève;69;LR-UMP;7;Oui;Oui;Oui;11.1;44.3462602328;8;10799;14.43;26.1;-0.0998457232202;8580.99833992;8581;8496;0.963091619627;0.963091619627;améliore;oui;;;15078;0.0310684164536;11421;0.0216710591013;12037
83;83;Var;2;Rachel ROUSSEL_83_2;2ème circonscription;F;ROUSSEL;Rachel;49;FN;8;Non;Non;Oui;11.1;44.3462602328;8;15095;16.68;29.59;-0.0691870729368;12872.0003951;12872;9350;0.386945169713;0.386945169713;améliore;oui;;;60621;0.040893260993;19928;0.0541621789206;22980
83;83;Var;2;Cécile MUSCHOTTI_83_2;2ème circonscription;F;MUSCHOTTI;Cécile;29;EM-MODEM;4;Non;Non;Non;11.1;44.3462602328;8;12309;13.6;24.12;-0.0419105119676;11176.6656632;11177;13455;-0.987783595113;-0.987783595113;degrade;oui;;;41745;0.0440392981251;22919;0.0348212933792;25007
83;83;Var;3;Alexandre ZAPOLSKY_83_3;3ème circonscription;M;ZAPOLSKY;Alexandre;40;EM-MODEM;2;Non;Non;Non;11.1;44.3462602328;8;14920;14.8;25.47;0.0162603259739;15511.7825767;15512;16523;0.369307548347;0.369307548347;améliore;oui;;;41745;0.0440392981251;16662;0.0413315952781;18510
83;83;Var;3;Jean-Louis MASSON_83_3;3ème circonscription;M;MASSON;Jean-Louis;63;LR-UMP;7;Non;Non;Oui;11.1;44.3462602328;8;14333;14.22;24.47;-0.111268116217;11093.5101395;11094;11302;1.06862421643;1.06862421643;ameliore/surestime;oui;;;15078;0.0310684164536;15332;0.0162958300033;15942
83;83;Var;3;Aline RENCK-GUIGUE_83_3;3ème circonscription;F;RENCK-GUIGUE;Aline;46;FN;3;Non;Non;Oui;11.1;44.3462602328;8;15616;15.49;26.66;-0.0682613456767;13344.6889294;13345;10486;0.44269005848;0.44269005848;améliore;non;;;60621;0.040893260993;16252;0.0699551970549;19694
83;83;Var;4;Philippe LOTTIAUX_83_4;4ème circonscription;M;LOTTIAUX;Philippe;50;FN;3;Non;Non;Oui;11.1;44.3462602328;8;18289;17.21;30.14;-0.0602676435208;15919.2394918;15919;11245;0.336456558773;0.336456558773;améliore;oui;;;60621;0.040893260993;18962;0.0704877394646;23018
83;83;Var;4;Françoise DUMONT_83_4;4ème circonscription;F;DUMONT;Françoise;52;LR-UMP;4;Non;Non;Oui;11.1;44.3462602328;8;16243;15.29;26.76;-0.160951824734;11212.8088753;11213;8115;0.618848425197;0.618848425197;améliore;non;;;15078;0.0310684164536;17301;4.59340803046E-4;17319
83;83;Var;4;Sereine MAUBORGNE_83_4;4ème circonscription;F;MAUBORGNE;Sereine;45;EM-MODEM;3;Non;Non;Non;11.1;44.3462602328;8;13576;12.78;22.37;-0.0369375541255;12469.0760913;12469;14671;-1.01095890411;-1.01095890411;degrade;oui;;;41745;0.0440392981251;15071;0.0372229329153;16552
83;83;Var;5;Philippe MICHEL-KLEISBAUER_83_5;5ème circonscription;M;MICHEL-KLEISBAUER;Philippe;48;EM-MODEM;3;Non;Non;Non;11.1;44.3462602328;8;12041;12.52;21.08;0.0303367212159;12980.1167372;12980;12513;1.98940677966;1.715;ameliore/surestime;oui;;;41745;0.0440392981251;14814;0.0296632759734;15941
83;83;Var;5;Gilles LONGO_83_5;5ème circonscription;M;LONGO;Gilles;40;FN;3;Non;Non;Oui;11.1;44.3462602328;8;16404;17.05;28.71;-0.0550492658612;14451.0863054;14451;11188;0.374424846626;0.374424846626;améliore;oui;;;60621;0.040893260993;17021;0.0672342515818;20444
83;83;Var;5;Guillaume DECARD_83_5;5ème circonscription;M;DECARD;Guillaume;34;LR-UMP;5;Non;Non;Oui;11.1;44.3462602328;8;16840;17.51;29.48;-0.10777263231;13139.2160801;13139;8509;0.444244388429;0.444244388429;améliore;non;;;15078;0.0310684164536;17810;-0.00358296638381;17664
83;83;Var;6;Jérôme RIVIERE_83_6;6ème circonscription;M;RIVIERE;Jérôme;52;FN;2;Non;Non;Oui;11.1;44.3462602328;8;21701;18.33;31.03;-0.0519169402589;19255.8549882;19256;13661;0.304104477612;0.304104477612;améliore;oui;;;60621;0.040893260993;22259;0.0564341237747;25845
83;83;Var;6;Marc LAURIOL_83_6;6ème circonscription;M;LAURIOL;Marc;55;LR-UMP;2;Non;Non;Oui;11.1;44.3462602328;8;17304;14.62;24.74;-0.104652650967;13598.5892343;13599;8057;0.400670487726;0.400670487726;améliore;non;;;15078;0.0310684164536;34304;0.00749619785472;34912
83;83;Var;7;Emilie GUEREL_83_7;7ème circonscription;F;GUEREL;Emilie;33;EM-MODEM;4;Non;Non;Non;11.1;44.3462602328;8;14440;13.95;24.72;-0.0419105119676;13111.6298787;13112;14330;12.0727272727;1.715;surestime;oui;;;41745;0.0440392981251;16173;0.0312845084826;17479
83;83;Var;7;Frédéric BOCCALETTI_83_7;7ème circonscription;M;BOCCALETTI;Frédéric;43;FN;5;Non;Non;Oui;11.1;44.3462602328;8;15928;15.39;27.27;-0.0559454525355;14002.8292955;14003;10838;0.378192534381;0.378192534381;améliore;oui;;;60621;0.040893260993;16536;0.0670025855444;19847
83;83;Var;7;Jean Sébastien VIALATTE_83_7;7ème circonscription;M;VIALATTE;Jean Sébastien;66;LR-UMP;3;Oui;Oui;Oui;11.1;44.3462602328;8;13920;13.45;23.83;-0.0943881352366;11200.8530632;11201;8658;0.516723679209;0.516723679209;améliore;non;;;15078;0.0310684164536;14876;0.0279657941744;15936
83;83;Var;8;Fabien MATRAS_83_8;8ème circonscription;M;MATRAS;Fabien;32;EM-MODEM;4;Non;Non;Non;11.1;44.3462602328;8;13927;13.35;22.93;0.0075482461848;14175.53106;14176;16619;0.0924962852897;0.0924962852897;améliore;oui;;;41745;0.0440392981251;26518;0.0350188886362;28949
83;83;Var;8;Pierre JUGY_83_8;8ème circonscription;M;JUGY;Pierre;52;FN;2;Non;Non;Oui;11.1;44.3462602328;8;18879;18.1;31.08;-0.0519169402589;16751.8218664;16752;12161;0.316612086931;0.316612086931;améliore;oui;;;60621;0.040893260993;24708;0.0587930063637;28897
84;84;Vaucluse;1;Anne-Sophie RIGAULT_84_1;1ère circonscription;F;RIGAULT;Anne-Sophie;41;FN;8;Non;Non;Oui;12.85;41.920306896;8;9217;12.63;22.43;-0.0503755655345;8207.55916289;8208;7261;0.515848670757;0.515848670757;améliore;oui;;;60621;0.040893260993;12663;0.0425916103655;14118
84;84;Vaucluse;1;Jean-François CESARINI_84_1;1ère circonscription;M;CESARINI;Jean-François;46;EM-MODEM;2;Non;Non;Non;12.85;41.920306896;8;9475;12.99;23.05;0.0236401414704;10036.4616204;10036;9495;28.05;1.715;surestime;oui;;;41745;0.0440392981251;20857;0.0155081798938;21644
84;84;Vaucluse;2;Sonia STRAPELIAS_84_2;2ème circonscription;F;STRAPELIAS;Sonia;48;EM-MODEM;2;Non;Non;Non;12.85;41.920306896;8;11102;13.33;22.18;-0.0447591570324;10014.7950491;10015;12077;-1.11487179487;-1.042;degrade;oui;;;41745;0.0440392981251;24069;0.0286754076677;25832
84;84;Vaucluse;2;Thibaut DE LA TOCNAYE_84_2;2ème circonscription;M;DE LA TOCNAYE;Thibaut;58;FN;2;Non;Non;Oui;12.85;41.920306896;8;13975;16.78;27.92;-0.0333686188352;12941.457717;12941;9205;0.21677148847;0.21677148847;améliore;non;;;60621;0.040893260993;18443;0.0558947875009;21380
84;84;Vaucluse;3;Brune POIRSON_84_3;3ème circonscription;F;POIRSON;Brune;34;EM-MODEM;3;Non;Non;Non;12.85;41.920306896;8;9621;12.74;21.69;-0.0365667387017;8844.09656772;8844;11425;-0.430709534368;-0.430709534368;degrade;oui;;;41745;0.0440392981251;18500;-5.57984865663E-4;18476
